id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,distance_to_shopping_1,distance_to_shopping_2,distance_to_shopping_3,distance_to_green_1,distance_to_green_2,distance_to_green_3,distance_to_train_1,distance_to_train_2,distance_to_train_3,distance_to_highschools_and_1,distance_to_highschools_and_2,distance_to_highschools_and_3,distance_to_tram_and_bus_1,distance_to_tram_and_bus_2,distance_to_tram_and_bus_3,distance_to_cultural_and_1,distance_to_cultural_and_2,distance_to_cultural_and_3,distance_to_primary_1,distance_to_primary_2,distance_to_primary_3
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999,0.2506694452566141,0.2753079404938866,0.27673216695353164,0.18309481680363493,0.18309563515208782,0.18588392059980868,2.899785792644948,3.7972824791562356,4.46375241502633,1.2284447231112972,1.2341645753623183,1.2748700009454923,0.20762201614756495,0.23136043060901632,0.3188301091661445,0.9164868521999978,0.9174943681440446,1.1347001145835134,1.0911839049709906,1.0920812190611218,1.290538678042119
23d558163bb1c7863c73485048e50858,szczecin,,53.8,2.0,5.0,5.0,,53.42942948,14.55464244,0.79,60.0,0.147,0.437,0.328,0.198,0.009,0.465,0.073,cooperative,,,no,no,yes,no,no,420000,0.03938919412306828,0.08043074529207854,0.19631189196684345,0.03261141556996172,0.03297045119357704,0.04450426739340158,1.2915308115297413,1.9670830439274263,2.8690301145702746,0.14695398414544483,0.3271128899420828,0.3291692049382085,0.053921525787411745,0.06456198598830333,0.07662703025008064,0.14075649483159883,0.14189038822315736,0.14305878225848892,0.3900509323955536,0.4886369697072369,0.4899917338602977
4021682c08a6fd1dbcd6ffd260058adb,szczecin,blockOfFlats,90.0,4.0,,2.0,2024.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,,,yes,yes,no,no,no,499000,0.07646410064523733,0.0988446112508289,0.11654254848429252,0.037869111959681796,0.038216111952344464,0.040720236550762644,1.1675877193676445,1.9287243148781417,2.8458404744052177,0.28800258194683054,0.3377370703660798,0.34076534630713723,0.03673049296418729,0.036882175405970365,0.07286159882580531,0.07748693642579443,0.07846753463882453,0.08524379870893443,0.4904742112347391,0.4927773496857607,0.534251630387717
1deea3ea4c2760c5f511bb9703312a78,szczecin,apartmentBuilding,48.77,2.0,5.0,7.0,2019.0,53.44746377,14.55778212,2.68,10.0,0.267,0.772,0.677,0.26,0.32,1.642,0.177,condominium,brick,premium,yes,yes,yes,no,yes,639000,0.1256965576332934,0.14904285761789185,0.1490441400165817,0.03621676545029199,0.04786644338232255,0.052520602869802,2.3817669511800044,3.2964175135611766,3.86007618648898,0.2961681641377133,0.2963071860405124,0.31223817507311136,0.2352286991875831,0.28335468349693493,0.30409936375086055,0.2653745166240662,0.6647595861632625,0.6649314092380465,0.2590355048714891,0.26014015495622894,0.3274975574379872
11a7da225d044fd653bb1ab3b650a3e8,szczecin,blockOfFlats,72.9,4.0,2.0,4.0,1989.0,53.3655607769264,14.6598993079253,9.19,8.0,0.348,1.25,0.265,0.13,0.23,,0.301,condominium,,low,yes,yes,no,no,no,639000,0.7757152528331998,0.7758501593220432,0.7851188358606657,0.6276055887766504,0.6288827719708571,0.6470783531929516,2.121882936558769,4.89603734343208,8.164662530578637,1.4289941327581683,2.377137016425192,2.4067028399499604,0.6929511762033738,0.7852961292063035,0.8499743990307161,0.5978199297893728,0.6140596062092123,0.6266111542878451,2.3506072598478736,2.352837556292803,2.6258018422433893
6d8910234b1d447888657b1c7da31cca,szczecin,blockOfFlats,58.0,3.0,3.0,3.0,2006.0,53.4658691268942,14.5395155252812,4.93,8.0,0.048,1.32,0.115,0.176,0.182,2.602,0.375,condominium,,premium,no,yes,no,no,no,679000,0.21454288282999773,0.28343642536913044,0.3705414660658467,0.05732479837997061,0.05764591233586952,0.06713575638591444,2.4697995193946913,5.3363387876374615,6.125353229607686,0.05357115133964047,0.05482221585571181,0.06440489318833295,0.2156168081847123,0.2782701829783783,0.2920293762778058,0.13864084900076037,0.17312238946029243,0.1733933956309656,0.05349581479283562,0.05471176210893211,0.9816250231634746
2ee4c3c202ba72a65581f019a592bc92,szczecin,apartmentBuilding,75.0,3.0,4.0,4.0,1999.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,cooperative,brick,premium,yes,yes,no,yes,yes,890000,0.11482659081582704,0.11842937149667287,0.12024783034182518,0.12814673100387045,0.13209190632655604,0.14687935639333846,1.0088837862401798,1.9410329003839222,2.775013251690468,0.4754831721220942,0.47616684259450087,0.48116343275114987,0.19475890953134956,0.19826439101009508,0.23594914077595625,0.22590723732657014,0.2267623991626243,0.23113382615110734,0.5905799744542879,0.6208868839973346,0.6217717300266512
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,570000,0.21404510280722835,0.2596137845178392,0.4481302762802432,0.2162879988944765,0.21655289081871917,0.21878617769751335,2.653346572965537,5.5874349330871,6.3807078953444,0.13622560643140014,0.1857901913415848,0.2435198053960213,0.17251682089006007,0.17702804727798452,0.21860627336010685,0.19000969416467625,0.24867491295343294,0.2490171695832384,0.2136132609881193,0.21495218194694451,1.0818404308908827
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,599000,0.07892984106947812,0.11709075772442346,0.13655819725913554,0.02420010304554347,0.031545996890998504,0.03412550525365168,4.209476295057034,4.77962785555597,4.92655013978266,0.12256883959216235,0.12956995957876694,0.13598983443869497,0.191295174493434,0.19976815174220924,0.24347221060989613,0.4532964169967292,0.6425399753242692,0.7015752764238697,0.1562496711796476,0.7534648722493557,1.0336967907797825
6d947e9a6521b8e608d3fcd6ff2f089a,szczecin,blockOfFlats,80.0,3.0,1.0,2.0,2017.0,53.4952724715541,14.5901784789922,8.22,4.0,1.205,1.249,0.355,0.111,0.343,3.706,0.34,condominium,brick,premium,yes,yes,no,yes,no,1200000,0.33349540839043074,0.3619465009685456,0.36572283633939207,0.09526239934195697,0.09888363929374827,0.16697570765942835,7.0777133464246305,8.980774286002559,9.275318803221358,0.33282529752904666,0.36279717575420334,0.36286399691090354,0.1354650507633664,0.1814881958661785,0.2618725988906407,0.9540657370323333,1.573543225720019,2.076488972850835,0.3250166353712065,3.198063640228586,3.199097217065074
