name,leisure,landuse,natural,longitude,latitude
,,,,17.988868,53.1198231
,,,,17.8852379,53.0788214
,,,,17.9275202,53.0522836
,,,,17.920491,53.0551861
,,,,17.9201179,53.0545532
,,,,17.9243855,53.053432
,,,,17.9245469,53.055918
,,,,17.9268562,53.0566541
,,,,17.9265398,53.0586963
,,,,17.9285169,53.0613405
,,,,17.9292555,53.0631509
,,,,17.9292203,53.062059
,,,,17.8896657,53.0706504
,,,,17.8962895,53.0699021
,,,,17.8943115,53.0722523
,,,,17.899672,53.069217
,,,,17.9034448,53.0652263
,,,,17.8956306,53.0728087
,,,,17.9030159,53.0731638
,,,,17.8860355,53.077696
,,,,17.9167346,53.0671073
,,,,17.9214098,53.0726243
,,,,17.969098,53.0405451
,,,,17.97044,53.04128
,,,,17.96943,53.04128
,,,,17.9720321,53.0405858
,,,,17.97117,53.04171
,,,,17.9820318,53.0434393
,,,,17.9804924,53.0411638
,,,,17.9895422,53.0406974
,,,,17.9872189,53.041616
,,,,17.9872821,53.0411022
,,,,17.9824601,53.0411118
,,,,17.9937601,53.040129
,,,,18.0016931,53.0361324
,,,,18.0046956,53.0351192
,,,,18.0010821,53.0354056
,,,,18.006831,53.0359781
,,,,18.0009126,53.0372942
,,,,18.0009078,53.0387838
,,,,18.0051562,53.0380693
,,,,18.0013273,53.0383167
,,,,17.9994465,53.0394069
,,,,18.006378,53.0409784
,,,,17.9302556,53.0508197
,,,,17.9347389,53.0494709
,,,,17.9350206,53.0502338
,,,,17.93861,53.04847
,,,,17.9451035,53.0463746
,,,,17.9399584,53.0482683
,,,,17.944084,53.0467246
,,,,17.94988,53.04506
,,,,17.9468037,53.0461085
,,,,17.94887,53.04551
,,,,17.9483311,53.0494559
,,,,17.94995,53.0494634
,,,,17.9477203,53.0474468
,,,,17.9480628,53.0480099
,,,,17.9439732,53.0500313
,,,,17.9499122,53.0497822
,,,,17.9347725,53.0601858
,,,,17.9372049,53.0568905
,,,,17.934522,53.0564058
,,,,17.9382649,53.061222
,,,,17.9390685,53.0599247
,,,,17.9415522,53.0629114
,,,,17.95643,53.04429
,,,,17.9552049,53.0447843
,,,,17.95591,53.04695
,,,,17.9543974,53.0466043
,,,,17.9541454,53.0449228
,,,,17.95576,53.04506
,,,,17.95293,53.04512
,,,,17.95512,53.04648
,,,,17.95518,53.04506
,,,,17.9567711,53.0466828
,,,,17.9558287,53.0455735
,,,,17.96158,53.04403
,,,,17.9611417,53.0436478
,,,,17.9601693,53.0465626
,,,,17.9573804,53.0473291
,,,,17.9584952,53.0467213
,,,,17.9599614,53.0457331
,,,,17.9621509,53.0455877
,,,,17.9584324,53.0465007
,,,,17.9579649,53.0456538
,,,,17.9576613,53.0454122
,,,,17.95868,53.04721
,,,,17.9559762,53.0485693
,,,,17.9563565,53.0481213
,,,,17.96383,53.04446
,,,,17.9665791,53.0420395
,,,,17.9668849,53.0427523
,,,,17.9606482,53.0432544
,,,,17.96803,53.04242
,,,,17.9625905,53.0450083
,,,,17.9693369,53.0436927
,,,,17.9716575,53.0474104
,,,,17.970362,53.0452965
,,,,17.96681,53.05044
