name,railway,longitude,latitude
Radom Potkanów,halt,21.1021077,51.3529669
Radom Główny,station,21.1553821,51.3909217
Radom Stara Wola,halt,21.1848471,51.4392705
Radom Północny,halt,21.1865047,51.4195991
Radom Gołębiów,halt,21.1879639,51.4122751
