name,amenity,leisure,tourism,longitude,latitude
Multikino Łódź,cinema,,,19.4605689,51.7589818
,,,,19.4336587,51.7750779
,,,attraction,19.477472,51.832621
Teatr Mały,theatre,,,19.4462037,51.7805499
Beczki Grohmana,,,attraction,19.473926,51.7553737
,,,,19.4173305,51.8318058
,,,,19.4787046,51.7502695
,,,,19.432525,51.7749168
MKS Jedynka,,sports_centre,,19.5406061,51.755099
Klub Osiedlowy „Alternatywy”,community_centre,,,19.5271144,51.7581965
Siłownia,,sports_centre,,19.5269925,51.7579478
,,,attraction,19.4825613,51.7535319
Dawny budynek straży pożarnej,,,attraction,19.4808826,51.753935
Dawny budynek konsumów,,,attraction,19.4804656,51.755802
Szkoła Powszechna K. Scheiblera,,,attraction,19.4814515,51.7559819
Pałac Herbsta,,,attraction,19.484721,51.7542671
Willa Reinholda Richtera,,,attraction,19.4553572,51.7487326
Zespół willi Wilhelma Teschemachera,,,attraction,19.4633028,51.7564699
Ogród przywillowy Rassalskich,,,attraction,19.4602097,51.756198
Willa Rassalskich,,,attraction,19.4603954,51.7561579
Otoczenie kamienicy Gelicha,,,attraction,19.4591586,51.7540193
Kamienica K. Gelicha,,,attraction,19.4594038,51.7540326
kamienica Tomaszowskiej Fabryki Sztucznego Jedwabiu,,,attraction,19.4592395,51.7550211
kamienica wielkomiejska,,,attraction,19.4593537,51.7542513
Tkalnia Sp. A. Wyrobów Wełnianych i Bawełnianych Marcusa Silbersteina,,,attraction,19.4609727,51.7516573
Dom rezydencjonalny Karola Königa,,,attraction,19.4605929,51.7509678
Kamienica Henryka Birnbauma (z 2 oficynami),,,attraction,19.4607078,51.7503906
Zespół pałacowy Emmy i Roberta Schweikertów,,,attraction,19.4613922,51.7500692
Willa Gustawa i Roberta Geyerów,,,attraction,19.4620005,51.7461339
Pałac Karola i Emila Steinertów,,,attraction,19.4614116,51.7475082
Budynek elektrowni,,,attraction,19.4620471,51.7458954
Dworek Ludwika Geyera,,,attraction,19.4625896,51.7432284
Zespół budynków fabryki Ludwika Geyera,,,attraction,19.4612065,51.7442364
Dom Jana Petera,,,attraction,19.4548601,51.7745257
Kamienica A. Lubińskiego,,,attraction,19.4550991,51.7737854
Kamienica Bechtoldów,,,attraction,19.4555653,51.7738309
,,,,19.5012801,51.768159
,,,,19.5016937,51.7684477
,,,,19.5008231,51.768824
Wójtowski Młyn,,,attraction,19.4929441,51.7563716
,,,,19.5222947,51.7251043
Teatr Szwalnia,theatre,,,19.4330707,51.7611427
