id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,distance_to_shopping_1,distance_to_shopping_2,distance_to_shopping_3,distance_to_green_1,distance_to_green_2,distance_to_green_3,distance_to_train_1,distance_to_train_2,distance_to_train_3,distance_to_highschools_and_1,distance_to_highschools_and_2,distance_to_highschools_and_3,distance_to_tram_and_bus_1,distance_to_tram_and_bus_2,distance_to_tram_and_bus_3,distance_to_cultural_and_1,distance_to_cultural_and_2,distance_to_cultural_and_3,distance_to_primary_1,distance_to_primary_2,distance_to_primary_3
0d9b89891919809b6465f1f8bd942c62,szczecin,blockOfFlats,82.2,4.0,3.0,4.0,1981.0,53.4519,14.5606,3.17,18.0,0.373,0.257,0.252,0.139,0.189,1.684,0.197,condominium,concreteSlab,,yes,no,no,no,yes,669000,0.1747546760425977,0.23484401797786006,0.23544102266622116,0.029235056332557983,0.05081216445074632,0.056776773199032744,2.639238181818821,3.815414840033723,4.329306637651544,0.32864792688425093,0.3518033766972667,0.359668517721336,0.1806557368243927,0.20616998088911773,0.21903144477101724,0.7896946819988233,0.8513186162878961,0.8513190295586965,0.37273251640719124,0.3936729024901241,0.3958771280179758
8373aa373dbc3fe7ca3b7434166b8766,szczecin,tenement,73.02,3.0,2.0,3.0,,53.45222222,14.55333333,3.24,9.0,0.275,0.672,0.367,0.246,0.3,1.857,0.28,condominium,brick,,no,no,no,no,no,650000,0.15872599083491643,0.16848989139861606,0.1747521481040353,0.05233398099197982,0.052592923714827065,0.0645857060024735,2.1851079668148357,3.787447244092551,4.4310148892561445,0.19823499939911604,0.21934172394807686,0.2290920984627931,0.21509277525774004,0.22917404467639008,0.23462090884421677,0.8061908854575541,0.8285816221847121,0.8460356203503605,0.2741341698281756,0.2784025261767109,0.28609876754302843
546fbb3c9042fc833149173fc6a2240f,szczecin,blockOfFlats,28.13,1.0,,5.0,1965.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,condominium,brick,,no,no,no,no,yes,319500,0.11482659081582704,0.11842937149667287,0.12024783034182518,0.12814673100387045,0.13209190632655604,0.14687935639333846,1.0088837862401798,1.9410329003839222,2.775013251690468,0.4754831721220942,0.47616684259450087,0.48116343275114987,0.19475890953134956,0.19826439101009508,0.23594914077595625,0.22590723732657014,0.2267623991626243,0.23113382615110734,0.5905799744542879,0.6208868839973346,0.6217717300266512
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,550000,0.07892984106947812,0.11709075772442346,0.13655819725913554,0.02420010304554347,0.031545996890998504,0.03412550525365168,4.209476295057034,4.77962785555597,4.92655013978266,0.12256883959216235,0.12956995957876694,0.13598983443869497,0.191295174493434,0.19976815174220924,0.24347221060989613,0.4532964169967292,0.6425399753242692,0.7015752764238697,0.1562496711796476,0.7534648722493557,1.0336967907797825
7ec72a2301d950ae17926c3c1e67a0ed,szczecin,tenement,35.92,2.0,,,,53.4242027600063,14.5435501300166,1.16,34.0,0.217,0.374,0.145,0.252,0.201,0.578,0.329,condominium,brick,low,yes,no,no,no,no,299000,0.11294759754513684,0.13599628808467956,0.15388673036822545,0.03226761652631362,0.038193489188513764,0.03822650137249928,0.7681354241453477,1.9366281720849337,2.846012988829558,0.217133720101919,0.25271018518853217,0.25286074838600825,0.16410339023699735,0.21000252374114323,0.26504125722863126,0.27944123438954527,0.32277836250788,0.3502028082192612,0.29228459911506366,0.2923369911002752,0.4309851497854734
ede1c0d953ff85f3cd9676d39ca8f62d,szczecin,blockOfFlats,37.5,2.0,8.0,10.0,1970.0,53.4426918989896,14.5596899116512,2.15,16.0,0.273,0.492,0.652,0.291,0.348,1.404,0.205,cooperative,concreteSlab,,no,yes,yes,yes,yes,429995,0.12018104479850786,0.18316998849899327,0.20394340216091553,0.01502303514375832,0.015784097163182218,0.01723055981887016,2.536657459260669,2.8028334461374116,3.3172603958173146,0.2871728974541794,0.2878610686221727,0.3097831533852376,0.16048650210965829,0.2094138170659399,0.21686815919189056,0.25689165392208074,0.31978310661441645,0.4241829468901715,0.28059662991802814,0.2810569486809448,0.35632013211127095
6c807c6c86a74c57a3fd4445a1f49a46,szczecin,apartmentBuilding,48.0,2.0,4.0,6.0,,53.4354614227548,14.5704357940461,1.48,14.0,0.293,1.009,0.283,0.426,0.176,0.895,0.177,condominium,brick,,no,yes,no,no,no,550000,0.052597304191732766,0.12122944625587295,0.12122957602974072,0.07729490837655047,0.07754205077207753,0.12304077971875159,2.368045842990197,2.5030095634070713,3.435040662154025,0.27877127258926676,0.2834859208489857,0.2894910561456429,0.1294102710409081,0.16959649082335618,0.24503736854550948,0.18765561826316593,0.21776087080091153,0.21892493007761918,0.2882239577903218,0.28861113366109675,0.3055534591176829
9c833c02e8a2573bb7fb73f8ff835923,szczecin,blockOfFlats,81.0,4.0,4.0,4.0,1989.0,53.45416667,14.52944444,4.01,9.0,0.061,0.245,0.413,0.223,0.498,1.322,0.348,cooperative,brick,premium,yes,no,no,no,yes,749000,0.3779450102863136,0.3961976649812206,0.39619885601067983,0.05052008690165031,0.05067077581819886,0.1119298851076508,1.0083412809735939,4.207889176192408,5.170715047822818,0.06936821878065408,0.07145624157562425,0.20543002728606108,0.33338676977545456,0.33763204715509854,0.3420706945585774,0.09231688343129953,0.7147365743567814,0.7209506907972251,0.2144020983720013,0.21465009907417545,0.5263883530370297
441acf919a406dbfde1e9882910e5696,szczecin,apartmentBuilding,81.0,4.0,3.0,4.0,2022.0,53.4166042731236,14.5361518736075,1.81,11.0,0.336,0.491,0.269,0.353,0.354,0.469,0.471,condominium,brick,premium,yes,yes,yes,no,no,849000,0.18189749614229572,0.21625080142992614,0.26530649563225567,0.06513833535912128,0.06620685097911107,0.15532557691421536,0.8970733122227116,2.0206272157466576,3.3726823355562234,0.3357331612377469,0.37805897350146583,0.69278159556205,0.20464142280765282,0.2162614256743818,0.243826837870812,0.4818026249954924,0.48266996672575463,0.4834730982558709,0.8225373445231057,0.8225567729435563,1.0012212955568411
f680cf9172c7a0ec7b9eb153de1b25f3,szczecin,tenement,89.8,3.0,3.0,3.0,1930.0,53.4314192,14.5342442,1.98,36.0,0.158,0.554,0.233,0.379,0.143,0.547,0.184,condominium,brick,,no,yes,no,no,yes,649000,0.02233358343353611,0.16691469487456442,0.1685382260390764,0.18781961925427934,0.1886326156402211,0.20026164542167418,1.7766504167474286,1.8465317969807271,2.931801882396454,0.15649274012367265,0.15753936840436034,0.26109660343439395,0.156490744731986,0.17562645897255164,0.19662088122099913,0.1209191602163377,0.16080225983551308,0.17604174922726826,0.2709397144730215,0.27137563580143653,0.3558748857188596
