id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,distance_to_green_spaces_1,score_of_green_spaces_1,distance_to_green_spaces_2,score_of_green_spaces_2,distance_to_green_spaces_3,score_of_green_spaces_3,distance_to_shopping_centers_1,distance_to_shopping_centers_2,distance_to_shopping_centers_3,distance_to_utilities_1,distance_to_utilities_2,distance_to_utilities_3,distance_to_train_stops_1,distance_to_train_stops_2,distance_to_train_stops_3,distance_to_primary_schools_1,distance_to_primary_schools_2,distance_to_primary_schools_3,distance_to_highschools_and_others_1,distance_to_highschools_and_others_2,distance_to_highschools_and_others_3,distance_to_tram_and_bus_stops_1,distance_to_tram_and_bus_stops_2,distance_to_tram_and_bus_stops_3,distance_to_cultural_and_entertainment_1,distance_to_cultural_and_entertainment_2,distance_to_cultural_and_entertainment_3,distance_to_preschools_1,distance_to_preschools_2,distance_to_preschools_3
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999,27.444349857560887,1059231824.2615968,18.980201566705396,504094177.4571648,17.98065233886876,254920470.92680863,0.2506694452566141,0.2753079404938866,0.6582949041921243,0.09539736445530912,0.3022052875491986,0.6587204145468354,2.5646495863270444,2.826438236251565,2.899785792644948,1.0911839049709906,1.295457581615396,1.44784857726108,1.2747125360787772,1.278385702915154,1.6218865962021587,0.20762201614756495,0.23136043060901632,0.3188301091661445,0.08531222376152509,0.8747721486563246,1.043502341878358,0.8244093056297119,0.975426291468797,1.585186460388106
23d558163bb1c7863c73485048e50858,szczecin,,53.8,2.0,5.0,5.0,,53.42942948,14.55464244,0.79,60.0,0.147,0.437,0.328,0.198,0.009,0.465,0.073,cooperative,,,no,no,yes,no,no,420000,24.24717361905457,1059231824.2615968,20.704744618710528,504094177.4571648,14.759745388691641,254920470.92680863,0.03938919412306828,0.08043074529207854,0.19806815847084336,0.3430320292132701,0.3875935085957802,0.5232277308654346,1.2912259784240425,1.2915308115297413,1.7452346844254598,0.3900509323955536,0.4886369697070575,0.5579742437532904,0.14695398414544483,0.327112889941509,0.3955446379776786,0.07662703025008064,0.09026845810031067,0.09453659801384134,0.14075649483159883,0.14189038822315736,0.14265300135095216,0.1868282109618067,0.383507955481639,0.4001598019725579
4021682c08a6fd1dbcd6ffd260058adb,szczecin,blockOfFlats,90.0,4.0,,2.0,2024.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,,,yes,yes,no,no,no,499000,24.402163383110405,1059231824.2615968,20.742605545054122,504094177.4571648,14.75211106385777,254920470.92680863,0.09254854759496958,0.14632227309120321,0.1617452431899538,0.24059364180573092,0.24327750529518571,0.4964232682334665,1.1675877193676445,1.2364557697443024,1.625204824491135,0.490474211234473,0.534251630387717,0.6527630286481777,0.28800258194683054,0.33773707036583894,0.5382476395865483,0.03673049296418729,0.036882175405970365,0.07286159882580531,0.0713109239671895,0.07748693642579443,0.07846753463882453,0.2342970276097851,0.4276386908316784,0.49874054910898735
1deea3ea4c2760c5f511bb9703312a78,szczecin,apartmentBuilding,48.77,2.0,5.0,7.0,2019.0,53.44746377,14.55778212,2.68,10.0,0.267,0.772,0.677,0.26,0.32,1.642,0.177,condominium,brick,premium,yes,yes,yes,no,yes,639000,22.686053523415463,1059231824.2615968,19.00855209330015,504094177.4571648,16.316217758621278,254920470.92680863,0.1256965576332934,0.1490441400165817,0.3072398548302536,0.1937963805353437,0.2550338473971532,0.34808879792380526,0.25533200193173605,0.8256052785091846,1.759535292584973,0.26014003561567045,0.3316375266586622,0.3425930130895414,0.7814773404678204,0.7923802611902679,0.8278461320314466,0.2352286991875831,0.28335468349693493,0.30409936375086055,0.26537451662251005,0.27250035843133985,0.3972397742966253,0.25071488559268357,0.4257724996440543,0.6042089436472664
11a7da225d044fd653bb1ab3b650a3e8,szczecin,blockOfFlats,72.9,4.0,2.0,4.0,1989.0,53.3655607769264,14.6598993079253,9.19,8.0,0.348,1.25,0.265,0.13,0.23,,0.301,condominium,,low,yes,yes,no,no,no,639000,5.133323611022636,254920470.92680863,26.502327153467228,1059231824.2615968,4.432709033591362,169820194.64706966,0.17264666903652515,0.20442499707812706,0.2874883980663322,0.23911387349677862,0.29070253438944066,0.3488686623326814,2.121882936558769,2.9516398126614747,4.958934519471491,0.3650579567009551,0.5617736324830296,1.1726516141639582,0.9872573443445749,1.1832173050741588,1.4289941327581683,0.12154675133642744,0.12522849745784434,0.30319749829484594,0.109206563452859,0.40438751595151745,0.49926533095962516,0.1333332742050603,0.9325109642469162,1.178055231116999
6d8910234b1d447888657b1c7da31cca,szczecin,blockOfFlats,58.0,3.0,3.0,3.0,2006.0,53.4658691268942,14.5395155252812,4.93,8.0,0.048,1.32,0.115,0.176,0.182,2.602,0.375,condominium,,premium,no,yes,no,no,no,679000,22.285860393467473,1059231824.2615968,16.633279173668743,504094177.4571648,18.693299079673736,254920470.92680863,0.21454288282999773,0.28343642536913044,0.3705414660658467,1.058143518237112,1.197152926738677,1.2556669071778797,1.7231148833466694,2.16416980482239,2.4697995193946913,0.053495814792903884,1.130934301719108,1.3038603181338897,0.9811584609677361,1.2983344982244684,1.4676604103309971,0.2156168081847123,0.2782701829783783,0.2920293762778058,0.1386408490007032,0.1731223894596955,0.5192230599997925,0.5052396501091476,0.9820959858610874,1.076152539853004
2ee4c3c202ba72a65581f019a592bc92,szczecin,apartmentBuilding,75.0,3.0,4.0,4.0,1999.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,cooperative,brick,premium,yes,yes,no,yes,yes,890000,24.67322123863333,1059231824.2615968,20.764295348523085,504094177.4571648,14.793074276774707,254920470.92680863,0.12317188865824413,0.13070330913256117,0.13598398204204637,0.08137264013547416,0.31760170598583204,0.31836706455111025,1.0088837862401798,1.2348529036864586,1.3903429960160911,0.5905799744542879,0.6217715439969256,0.6457153559252785,0.4761668425968827,0.5325541841662692,0.5551732925217878,0.19475890953134956,0.23594914077595625,0.23827532660447492,0.011630761568404929,0.027784234002459732,0.20042316128821466,0.36317766166521526,0.4086616752255107,0.44292041148277234
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,570000,22.202171481130495,1059231824.2615968,16.38202900277311,504094177.4571648,18.941919378222373,254920470.92680863,0.21404510280722835,0.2596137845178392,0.4481302762802432,0.9689473443210228,1.0376224390812272,1.2320099805464766,1.938210213365299,2.416638502830645,2.653346572965537,0.21361326098822253,1.3642846835888138,1.4871970830184038,1.0810279226975148,1.4714591133237154,1.6657532681004126,0.17251682089006007,0.17702804727798452,0.21860627336010685,0.1900096941645861,0.24901716958355788,0.4475720173781237,0.38891637305435006,0.9257867677477397,0.990437988716137
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,599000,20.797050601222583,1059231824.2615968,19.053252209657405,504094177.4571648,16.390716537217845,254920470.92680863,0.07892984106947812,0.13794169717564317,0.29701053633552915,0.03938244337141449,0.19646713638782176,0.257403805756033,1.160701643558842,2.0927912817974157,2.396751070279039,0.1562496711796476,0.7534648722493557,1.0336967907797825,0.13893992431139993,0.14373482953620711,0.15215712909266876,0.20024341171974971,0.20230050196538138,0.24347221060989613,0.32427765698339583,0.4532964169967292,0.6425399753229737,0.924323462122468,1.3005991192789441,1.3606274672232535
6d947e9a6521b8e608d3fcd6ff2f089a,szczecin,blockOfFlats,80.0,3.0,1.0,2.0,2017.0,53.4952724715541,14.5901784789922,8.22,4.0,1.205,1.249,0.355,0.111,0.343,3.706,0.34,condominium,brick,premium,yes,yes,no,yes,no,1200000,17.64749627637807,1059231824.2615968,15.973398507188104,504094177.4571648,20.277092794984984,254920470.92680863,0.1587143837974822,0.3071161148104568,0.3619465009685456,0.36554177119909337,0.4120545724860519,0.5952973727200804,2.422904835857042,2.8795851189331505,5.262855355612953,0.3250166353712065,2.836669343993706,3.1990972170690095,0.33282529752904666,0.3626169248820591,1.2136563059897263,0.1354650507633664,0.1814881958661785,0.2618725988906407,0.3841830453340013,0.9540657370323333,1.573543225720019,3.6354365640135775,3.6559455720728162,4.195595924928526
