id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,distance_to_green_spaces_1,score_of_green_spaces_1,distance_to_green_spaces_2,score_of_green_spaces_2,distance_to_green_spaces_3,score_of_green_spaces_3,distance_to_shopping_centers_1,distance_to_shopping_centers_2,distance_to_shopping_centers_3,distance_to_utilities_1,distance_to_utilities_2,distance_to_utilities_3,distance_to_train_stops_1,distance_to_train_stops_2,distance_to_train_stops_3,distance_to_primary_schools_1,distance_to_primary_schools_2,distance_to_primary_schools_3,distance_to_highschools_and_others_1,distance_to_highschools_and_others_2,distance_to_highschools_and_others_3,distance_to_tram_and_bus_stops_1,distance_to_tram_and_bus_stops_2,distance_to_tram_and_bus_stops_3,distance_to_cultural_and_entertainment_1,distance_to_cultural_and_entertainment_2,distance_to_cultural_and_entertainment_3,distance_to_preschools_1,distance_to_preschools_2,distance_to_preschools_3
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999,27.444349857560887,1059231824.2615968,18.980201566705396,504094177.4571648,17.98065233886876,254920470.92680863,0.2506694452566141,0.2753079404938866,0.6582949041921243,0.09539736445530912,0.3022052875491986,0.6587204145468354,2.5646495863270444,2.826438236251565,2.899785792644948,1.0911839049709906,1.295457581615396,1.44784857726108,1.2747125360787772,1.278385702915154,1.6218865962021587,0.20762201614756495,0.23136043060901632,0.3188301091661445,0.08531222376152509,0.8747721486563246,1.043502341878358,0.8244093056297119,0.975426291468797,1.585186460388106
8373aa373dbc3fe7ca3b7434166b8766,szczecin,tenement,73.02,3.0,2.0,3.0,,53.45222222,14.55333333,3.24,9.0,0.275,0.672,0.367,0.246,0.3,1.857,0.28,condominium,brick,,no,no,no,no,no,650000,22.545837837413202,1059231824.2615968,18.402999818432136,504094177.4571648,16.921414073975654,254920470.92680863,0.17475214810370496,0.19699287355698614,0.26350937311015193,0.24492634960185009,0.2987417226027403,0.6073475122787788,0.4160560676796115,1.1279931947189605,1.4250276603200651,0.27413416982755545,0.7735760934309633,0.8016616759950151,0.8848436729887004,1.1833047332948528,1.2898404654986082,0.21509277525774004,0.22917404467639008,0.23462090884421677,0.0591154748233878,0.3363444102373602,0.428035105721005,0.24614385553481644,0.3967844735173102,0.5996183969244433
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,590000,20.797050601222583,1059231824.2615968,19.053252209657405,504094177.4571648,16.390716537217845,254920470.92680863,0.07892984106947812,0.13794169717564317,0.29701053633552915,0.03938244337141449,0.19646713638782176,0.257403805756033,1.160701643558842,2.0927912817974157,2.396751070279039,0.1562496711796476,0.7534648722493557,1.0336967907797825,0.13893992431139993,0.14373482953620711,0.15215712909266876,0.20024341171974971,0.20230050196538138,0.24347221060989613,0.32427765698339583,0.4532964169967292,0.6425399753229737,0.924323462122468,1.3005991192789441,1.3606274672232535
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,584999,22.202171481130495,1059231824.2615968,16.38202900277311,504094177.4571648,18.941919378222373,254920470.92680863,0.21404510280722835,0.2596137845178392,0.4481302762802432,0.9689473443210228,1.0376224390812272,1.2320099805464766,1.938210213365299,2.416638502830645,2.653346572965537,0.21361326098822253,1.3642846835888138,1.4871970830184038,1.0810279226975148,1.4714591133237154,1.6657532681004126,0.17251682089006007,0.17702804727798452,0.21860627336010685,0.1900096941645861,0.24901716958355788,0.4475720173781237,0.38891637305435006,0.9257867677477397,0.990437988716137
027b30cebbc49faf3094421b741ddd56,szczecin,blockOfFlats,45.5,2.0,4.0,4.0,1960.0,53.438165,14.5632,1.65,18.0,0.25,0.624,0.51,0.177,0.232,0.986,0.273,condominium,concreteSlab,low,no,no,no,no,yes,363000,23.154481767400632,1059231824.2615968,20.089521491673686,504094177.4571648,15.247762281654794,254920470.92680863,0.09900489592190083,0.2523367760096338,0.26272581104883064,0.34309166707236705,0.4560916776374929,0.46945157663596354,1.2926200163982327,1.336252304765421,2.228595813274728,0.2845737102787233,0.4636225120602092,0.49803275510223716,0.2671285813493323,0.2694661143042546,0.27806836703407745,0.18705723120898324,0.21545715135274604,0.22026108228403787,0.22906616927622664,0.28089684397187487,0.30906090211076287,0.17827599088637028,0.30585667369345565,0.49953836304328814
27437e173a8c37d5002c0bf69c848b7c,szczecin,tenement,80.61,3.0,3.0,3.0,1920.0,53.4360679,14.5450513,1.76,45.0,0.083,0.257,0.294,0.151,0.102,0.256,0.301,condominium,brick,premium,no,no,no,no,yes,717000,24.170875504662085,1059231824.2615968,19.76772729364767,504094177.4571648,15.73056194298486,254920470.92680863,0.2192940944309622,0.23617783080668941,0.262440431840084,0.13766123329683494,0.16882058944890427,0.7102178736157018,1.3488414414233807,1.4567788422932397,1.517094142745365,0.0848690309344471,0.2857465983223521,0.35239205965232806,0.36121061730063,0.4728157704060901,0.4837829238719377,0.20825537396600588,0.22920075477952465,0.2382075217916536,0.06428064656974898,0.09689143547151441,0.10932836708132582,0.26723773237862025,0.34587756280960413,0.4079266814011271
39404087c054348c27522c74ca21a973,szczecin,blockOfFlats,70.3,3.0,9.0,11.0,1988.0,53.4293561,14.5113301,3.35,14.0,0.269,1.364,0.247,0.122,0.388,1.589,0.194,cooperative,concreteSlab,premium,no,yes,yes,no,yes,689000,26.314505132751606,1059231824.2615968,19.659335299203864,504094177.4571648,16.603089557274668,254920470.92680863,0.17119203098908176,0.20889779795808278,0.2952505957242159,0.2869680550666313,0.4774774158972626,0.49319674113917444,1.1247063855738073,1.200881147051005,1.3294492751832188,0.26174817205400025,0.3450119484719974,0.5954074928489606,0.6046625566811485,0.6521574356759764,0.8897764572444807,0.0748788622711164,0.15232313399206873,0.1560539291423543,0.14726842019482825,0.20184891449599934,0.3263793856517183,0.12625430429865062,0.22537517813858637,0.28890987763096215
7a3b00507c086fcf83562f22bb5d01fc,szczecin,apartmentBuilding,67.37,3.0,4.0,6.0,2018.0,53.4139113,14.5427084,1.61,3.0,0.501,0.973,0.713,0.067,0.052,0.988,0.215,condominium,brick,premium,yes,yes,yes,no,no,790000,26.049048069157966,1059231824.2615968,21.97573615256106,504094177.4571648,13.926342856214207,254920470.92680863,0.052804724146255984,0.11039636495220354,0.14825873158879138,0.2609880441476453,0.4718409306907357,0.5246435787845871,0.6548936138508866,0.8423423517019774,1.2285542376753884,0.9530128917771531,1.121284813835592,1.589707392468264,0.5006696105086715,0.5279842818122369,0.9028855690096844,0.02931887310959332,0.12524347147210876,0.14579199535375,0.0836730367107709,0.4031688865928403,0.44625551668188373,0.9905040763891338,1.1859672407967308,1.210465958776206
24af7cc54099d7930535543827604a9d,szczecin,blockOfFlats,68.94,3.0,3.0,4.0,1950.0,53.41472457,14.52963352,2.29,8.0,0.371,0.592,0.213,0.222,0.24,0.583,0.721,condominium,brick,low,no,yes,no,no,yes,560000,26.57422103524198,1059231824.2615968,21.588042331331838,504094177.4571648,14.592796832926824,254920470.92680863,0.14213657743027758,0.21810749969363538,0.23261949963132122,0.5994917029256958,0.6896395862703012,0.6973804160652931,0.09259409210171791,0.8313251155797451,1.367513272775909,1.0538952536843456,1.1893408627567845,1.2177965513941076,0.39030965577672605,0.8119168279578857,0.8573665320905322,0.13137875988735498,0.15657376266516038,0.16449836320970293,0.1167976092798765,0.2137136097537387,0.32515167681451,0.3968253659418503,0.5978696505027071,0.8555073834372657
7ebe2d0eeb6231486f90c5835c695cd7,szczecin,blockOfFlats,56.0,2.0,2.0,2.0,1930.0,53.4428215,14.5053349,4.27,8.0,0.509,0.081,0.126,0.381,0.227,1.685,0.186,condominium,brick,premium,no,no,no,no,yes,590000,25.647786308480555,1059231824.2615968,18.112356101573226,504094177.4571648,17.971098291126893,254920470.92680863,0.11904172960487343,0.16384842878935643,0.1725916480915702,0.7471152140636663,0.8564814677537941,0.8844408777195257,1.161380265447923,1.3216036010146237,1.983147270356107,0.5087167053232652,0.5768662939077104,0.58296224392582,0.9874328989075606,0.9880166297210068,0.9889216915718462,0.11992140416616187,0.15325454494103502,0.21581408003571234,0.13802576100422514,0.5586269047231103,0.8738779623259695,0.7682772509276293,0.8042866791881228,1.3265478609256602
