id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,distance_to_shopping_1,distance_to_shopping_2,distance_to_shopping_3,distance_to_green_1,distance_to_green_2,distance_to_green_3,distance_to_train_1,distance_to_train_2,distance_to_train_3,distance_to_highschools_and_1,distance_to_highschools_and_2,distance_to_highschools_and_3,distance_to_tram_and_bus_1,distance_to_tram_and_bus_2,distance_to_tram_and_bus_3,distance_to_cultural_and_1,distance_to_cultural_and_2,distance_to_cultural_and_3,distance_to_primary_1,distance_to_primary_2,distance_to_primary_3
a669f395d2f941a9d4c25f85e2673ea8,szczecin,blockOfFlats,57.1,2.0,,3.0,2022.0,53.3693894,14.6682699,9.31,5.0,0.255,1.3,0.493,0.625,0.392,,0.186,condominium,brick,,no,no,yes,no,no,615000,1.3037191037384739,1.3307900794532073,1.3310470907870076,1.138184258949701,1.1556116427519225,1.1615003725557778,2.3302624962017098,5.507824694695077,8.339881238614748,1.82028544711739,2.537897579327404,2.540779620672822,1.2876005526602967,1.3514585683177758,1.3549247206362351,1.0515761567998625,1.056529992309743,1.1035429221531146,2.476422538627038,2.480509839849006,2.944857089651435
8373aa373dbc3fe7ca3b7434166b8766,szczecin,tenement,73.02,3.0,2.0,3.0,,53.45222222,14.55333333,3.24,9.0,0.275,0.672,0.367,0.246,0.3,1.857,0.28,condominium,brick,,no,no,no,no,no,650000,0.15872599083491643,0.16848989139861606,0.1747521481040353,0.05233398099197982,0.052592923714827065,0.0645857060024735,2.1851079668148357,3.787447244092551,4.4310148892561445,0.19823499939911604,0.21934172394807686,0.2290920984627931,0.21509277525774004,0.22917404467639008,0.23462090884421677,0.8061908854575541,0.8285816221847121,0.8460356203503605,0.2741341698281756,0.2784025261767109,0.7735760934315553
42758bc1fd0885a6221965f2c96da033,szczecin,tenement,48.84,2.0,2.0,3.0,1950.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,low,no,yes,no,no,no,389000,0.09711241709157876,0.10114492030401119,0.12477105511127914,0.040950358191516385,0.041018680967820055,0.041060772593538984,1.6118363234048916,2.2316003357922307,2.740625494181067,0.1734229415338441,0.36247561111307386,0.36250693857458427,0.06284426585760727,0.08325821139485298,0.08903709127174741,0.00754234490689594,0.06329265220064785,0.13714102243601323,0.3779427456034038,0.47878939434967877,0.4811945388891309
a6b22917f9f4477aca6358d4aa5c3cac,szczecin,blockOfFlats,78.0,3.0,2.0,4.0,2000.0,53.3682304547167,14.6475264787771,8.4,7.0,0.587,0.389,0.565,0.763,0.374,,0.296,cooperative,brick,,no,yes,no,no,yes,750000,0.0878316391064379,0.13099791610428665,0.1311353465699271,0.013063341102406686,0.013263451284753203,0.027329533878314754,1.3726759075656159,4.132320287154725,7.353374401072972,0.5868064161106569,1.652298221385494,1.7040533829430062,0.1685661584084357,0.20856899727247322,0.2719072293927453,0.21663778718345406,0.24140984713006855,0.24533395391252985,1.6597005867757662,1.6600070828706244,1.7818003809543448
9fae2204bddc6e553c5e0f0d4d569abd,szczecin,apartmentBuilding,77.91,3.0,,3.0,2019.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,condominium,brick,premium,yes,yes,yes,yes,yes,810000,0.11482659081582704,0.11842937149667287,0.12024783034182518,0.12814673100387045,0.13209190632655604,0.14687935639333846,1.0088837862401798,1.9410329003839222,2.775013251690468,0.4754831721220942,0.47616684259450087,0.48116343275114987,0.19475890953134956,0.19826439101009508,0.23594914077595625,0.22590723732657014,0.2267623991626243,0.23113382615110734,0.5905799744542879,0.6208868839973346,0.6217717300266512
6d8910234b1d447888657b1c7da31cca,szczecin,blockOfFlats,58.0,3.0,3.0,3.0,2006.0,53.4658691268942,14.5395155252812,4.93,8.0,0.048,1.32,0.115,0.176,0.182,2.602,0.375,condominium,,premium,no,yes,no,no,no,679000,0.21454288282999773,0.28343642536913044,0.3705414660658467,0.05732479837997061,0.05764591233586952,0.06713575638591444,2.4697995193946913,5.3363387876374615,6.125353229607686,0.05357115133964047,0.05482221585571181,0.06440489318833295,0.2156168081847123,0.2782701829783783,0.2920293762778058,0.13781359416432928,0.13864084900076037,0.17312238946029243,0.05349581479283562,0.05471176210893211,0.9816250231634746
2ee4c3c202ba72a65581f019a592bc92,szczecin,apartmentBuilding,75.0,3.0,4.0,4.0,1999.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,cooperative,brick,premium,yes,yes,no,yes,yes,890000,0.11482659081582704,0.11842937149667287,0.12024783034182518,0.12814673100387045,0.13209190632655604,0.14687935639333846,1.0088837862401798,1.9410329003839222,2.775013251690468,0.4754831721220942,0.47616684259450087,0.48116343275114987,0.19475890953134956,0.19826439101009508,0.23594914077595625,0.22590723732657014,0.2267623991626243,0.23113382615110734,0.5905799744542879,0.6208868839973346,0.6217717300266512
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,584999,0.21404510280722835,0.2596137845178392,0.4481302762802432,0.2162879988944765,0.21655289081871917,0.21878617769751335,2.653346572965537,5.5874349330871,6.3807078953444,0.13622560643140014,0.1857901913415848,0.2435198053960213,0.17251682089006007,0.17702804727798452,0.21860627336010685,0.19000969416467625,0.1910086610034142,0.24867491295343294,0.2136132609881193,0.21495218194694451,1.0818404308908827
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,590000,0.07892984106947812,0.11709075772442346,0.13655819725913554,0.02420010304554347,0.031545996890998504,0.03412550525365168,4.209476295057034,4.77962785555597,4.92655013978266,0.12256883959216235,0.12956995957876694,0.13598983443869497,0.191295174493434,0.19976815174220924,0.24347221060989613,0.4532964169967292,0.6425399753242692,0.7015752764238697,0.1562496711796476,0.7534648722493557,1.0336967907797825
c09178e9998bb2a45f33876f0d108e7f,szczecin,tenement,55.3,2.0,,4.0,1920.0,53.43113,14.56423,0.89,17.0,0.236,0.749,0.077,0.075,0.219,0.261,0.629,condominium,brick,,no,no,no,yes,yes,445000,0.3865905855463473,0.4614327603735843,0.502125535990406,0.009444343883112796,0.009776239926164833,0.01478058260868969,1.7374059205441312,2.008301461452613,3.2738082975226597,0.25091752165771924,0.2509802154801528,0.2721469691287461,0.09199089331480902,0.12469007157797844,0.22041645927866535,0.05018462083356002,0.05020332888965796,0.13214238022026856,0.27523754967218966,0.3749106561815688,0.39304141058678627
