id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,distance_to_green_spaces_1,score_of_green_spaces_1,distance_to_green_spaces_2,score_of_green_spaces_2,distance_to_green_spaces_3,score_of_green_spaces_3,distance_to_shopping_centers_1,distance_to_shopping_centers_2,distance_to_shopping_centers_3,distance_to_utilities_1,distance_to_utilities_2,distance_to_utilities_3,distance_to_train_stops_1,distance_to_train_stops_2,distance_to_train_stops_3,distance_to_primary_schools_1,distance_to_primary_schools_2,distance_to_primary_schools_3,distance_to_highschools_and_others_1,distance_to_highschools_and_others_2,distance_to_highschools_and_others_3,distance_to_tram_and_bus_stops_1,distance_to_tram_and_bus_stops_2,distance_to_tram_and_bus_stops_3,distance_to_cultural_and_entertainment_1,distance_to_cultural_and_entertainment_2,distance_to_cultural_and_entertainment_3,distance_to_preschools_1,distance_to_preschools_2,distance_to_preschools_3
312f2788e54076b94f950baaeced3e54,szczecin,blockOfFlats,91.0,4.0,2.0,4.0,1932.0,53.465463,14.5932507,5.14,7.0,0.183,0.23,0.329,1.119,0.343,1.027,0.182,condominium,brick,premium,no,no,no,no,yes,512000,19.604751095432572,1059231824.2615968,18.610664808072716,504094177.4571648,17.084248824981493,254920470.92680863,0.20007817616960485,0.20478505296263871,0.4914234496071622,0.8548163271808997,0.8595932547180342,1.128035718699452,1.1735708742693813,2.3576062992609117,3.1892814092472097,0.18081402505125754,1.0713105910048402,1.23251978199647,0.20048108470491668,0.9427696905758357,1.0340146703523097,0.18397450814827648,0.22855015020433211,0.24371237845128446,0.3271349441555202,0.4760900687492464,0.7752258478548327,1.1135591088368395,2.464982278815054,2.548919245731571
23d558163bb1c7863c73485048e50858,szczecin,,53.8,2.0,5.0,5.0,,53.42942948,14.55464244,0.79,60.0,0.147,0.437,0.328,0.198,0.009,0.465,0.073,cooperative,,,no,no,yes,no,no,400000,24.24717361905457,1059231824.2615968,20.704744618710528,504094177.4571648,14.759745388691641,254920470.92680863,0.03938919412306828,0.08043074529207854,0.19806815847084336,0.3430320292132701,0.3875935085957802,0.5232277308654346,1.2912259784240425,1.2915308115297413,1.7452346844254598,0.3900509323955536,0.4886369697070575,0.5579742437532904,0.14695398414544483,0.327112889941509,0.3955446379776786,0.07662703025008064,0.09026845810031067,0.09453659801384134,0.14075649483159883,0.14189038822315736,0.14265300135095216,0.1868282109618067,0.383507955481639,0.4001598019725579
cb5a5f936e4486afd41637860100b033,szczecin,tenement,130.0,4.0,1.0,3.0,1930.0,53.4293681170885,14.5523407680512,0.88,67.0,0.241,0.306,0.337,0.154,0.053,0.586,0.114,condominium,brick,low,no,yes,no,no,yes,975000,24.357579239707388,1059231824.2615968,20.646324472898755,504094177.4571648,14.84433692534203,254920470.92680863,0.053575327288733494,0.11793525199342535,0.15748041469243154,0.2512503530410526,0.33967467787347627,0.5029516192163631,1.2524246155699743,1.333145463493598,1.5926601987624867,0.5410906451084537,0.566814018351482,0.5762700221182203,0.2409161269665701,0.4186109553436658,0.4489340864362579,0.06238634094858691,0.07717230083461603,0.11275841267634673,0.05934642956805005,0.05972646907240021,0.0729795420352572,0.14454864363891087,0.5047759525286957,0.5351323758616333
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,599000,20.797050601222583,1059231824.2615968,19.053252209657405,504094177.4571648,16.390716537217845,254920470.92680863,0.07892984106947812,0.13794169717564317,0.29701053633552915,0.03938244337141449,0.19646713638782176,0.257403805756033,1.160701643558842,2.0927912817974157,2.396751070279039,0.1562496711796476,0.7534648722493557,1.0336967907797825,0.13893992431139993,0.14373482953620711,0.15215712909266876,0.20024341171974971,0.20230050196538138,0.24347221060989613,0.32427765698339583,0.4532964169967292,0.6425399753229737,0.924323462122468,1.3005991192789441,1.3606274672232535
6d947e9a6521b8e608d3fcd6ff2f089a,szczecin,blockOfFlats,80.0,3.0,1.0,2.0,2017.0,53.4952724715541,14.5901784789922,8.22,4.0,1.205,1.249,0.355,0.111,0.343,3.706,0.34,condominium,brick,premium,yes,yes,no,yes,no,999999,17.64749627637807,1059231824.2615968,15.973398507188104,504094177.4571648,20.277092794984984,254920470.92680863,0.1587143837974822,0.3071161148104568,0.3619465009685456,0.36554177119909337,0.4120545724860519,0.5952973727200804,2.422904835857042,2.8795851189331505,5.262855355612953,0.3250166353712065,2.836669343993706,3.1990972170690095,0.33282529752904666,0.3626169248820591,1.2136563059897263,0.1354650507633664,0.1814881958661785,0.2618725988906407,0.3841830453340013,0.9540657370323333,1.573543225720019,3.6354365640135775,3.6559455720728162,4.195595924928526
8c06e90fcdf94e7b3b402d0aa0413f55,szczecin,apartmentBuilding,69.5,3.0,3.0,7.0,2017.0,53.45786632,14.54201437,4.03,5.0,0.419,0.694,0.516,0.435,0.378,1.884,0.495,condominium,brick,premium,yes,yes,yes,no,no,777000,22.707604984791203,1059231824.2615968,17.498273022582435,504094177.4571648,17.84908993338971,254920470.92680863,0.1250514871329314,0.1742814253555952,0.18058834967335619,0.7452744700251535,1.1548072073444875,1.4241646003656534,1.0112532613264988,1.3215727594190558,1.8529323554956367,0.40579253278122684,0.7143409426300344,0.9068066392773125,0.8909125465294784,0.9028616931617331,0.9834675128581123,0.21872716034480907,0.22862719604379275,0.3082473716651395,0.08065714341977517,0.34780184431920164,0.49759093823274925,0.7052766941044305,0.7161360128032246,0.9329128837735396
77b52467ffff9ce4f627ba9c645c186c,szczecin,blockOfFlats,69.0,3.0,4.0,4.0,1986.0,53.4598806,14.5278357,4.61,2.0,0.122,0.678,0.637,0.494,0.65,1.964,0.7,condominium,brick,low,yes,yes,no,no,yes,650000,23.304504241803336,1059231824.2615968,16.88564603174213,504094177.4571648,18.551032294394822,254920470.92680863,0.17622608468611053,0.421570971818679,0.5232947131859734,0.6468175227684397,1.0094790707999342,1.4826529286918968,1.018120027385423,1.5609145203733858,2.1630852159684233,0.43791848712133385,0.628385130402004,0.7538561302097495,0.12142934674076143,0.4206666328699498,0.6920490303351466,0.21632386508179732,0.2600341308094214,0.2606067766664501,0.6182985145843837,0.9538895039834343,0.9798552855833332,0.4938062739916024,0.621788775011911,1.0355733334689186
cf2dbad3ecb7eff9007beab058413142,szczecin,blockOfFlats,33.31,1.0,1.0,4.0,1963.0,53.4361339,14.5412255,1.93,39.0,0.069,0.327,0.28,0.093,0.184,0.037,0.389,cooperative,brick,,no,no,no,no,yes,390000,24.348534106639278,1059231824.2615968,19.657209263153568,504094177.4571648,15.887668863254458,254920470.92680863,0.15220288240594532,0.16066577771466115,0.3325037500614595,0.38425813228558003,0.42227517860214714,0.6438499958539575,1.154354516360741,1.2042880196485763,1.6304068136645056,0.06946306773096371,0.15149309810703296,0.32834209445002555,0.2608071504304565,0.43491076991755656,0.6016443157853762,0.15439463544274884,0.1553999613716239,0.15771277985186583,0.18664502045383244,0.18939893575567265,0.20365011819601256,0.0908452500709474,0.09251790535687004,0.5916139730622781
6d6db33c7538f85a9b00f73b94ff2cc9,szczecin,apartmentBuilding,74.02,3.0,3.0,4.0,2012.0,53.4361339,14.5412255,1.93,39.0,0.069,0.327,0.28,0.093,0.184,0.037,0.389,condominium,brick,premium,no,yes,yes,no,yes,799000,24.348534106639278,1059231824.2615968,19.657209263153568,504094177.4571648,15.887668863254458,254920470.92680863,0.15220288240594532,0.16066577771466115,0.3325037500614595,0.38425813228558003,0.42227517860214714,0.6438499958539575,1.154354516360741,1.2042880196485763,1.6304068136645056,0.06946306773096371,0.15149309810703296,0.32834209445002555,0.2608071504304565,0.43491076991755656,0.6016443157853762,0.15439463544274884,0.1553999613716239,0.15771277985186583,0.18664502045383244,0.18939893575567265,0.20365011819601256,0.0908452500709474,0.09251790535687004,0.5916139730622781
91f848d483e170ef181c026b5d5498e9,szczecin,blockOfFlats,54.61,2.0,4.0,4.0,1995.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,cooperative,brick,low,no,yes,no,no,no,480000,28.631333071573568,1059231824.2615968,22.207926722216914,504094177.4571648,15.13917567002126,254920470.92680863,0.2303328013476601,0.24667577702141377,0.25202562869336287,0.8226707841970483,0.8512245079171937,1.11531539944707,0.7831604058824597,2.0737169134544744,2.543171818080602,0.8079689447964541,1.2876216317588218,1.4643275817913843,1.0474374369980848,1.7802912209471122,1.8124884117479403,0.04042799435023773,0.12403474526882284,0.26425239917369375,0.8009267249579277,0.9397344171579648,1.2549013630994954,1.174598661504153,1.3106515590547128,1.333255383007436
fc9519f7a164bce65db0ac05406a2d51,szczecin,blockOfFlats,63.56,4.0,4.0,4.0,1976.0,53.4007948,14.532096,3.16,1.0,0.315,0.842,0.516,0.5,0.573,2.117,0.506,cooperative,concreteSlab,,no,yes,no,no,no,540000,27.605321074776075,1059231824.2615968,23.105823121077066,504094177.4571648,13.419129201540548,254920470.92680863,0.13135270568385077,0.30456706479409495,0.35021725910757756,0.027374534081027715,0.0923157477096731,0.24478331365690123,1.4661505064626639,2.253884816365141,2.3067866314104046,0.3032857027285303,0.5814792290311012,0.8840562812204553,0.5831916039233156,1.1694309893281947,1.4222521348834942,0.18272580172843783,0.28553151935841603,0.3240610464520231,0.14182443105708106,0.17505622570404364,0.2989507561416047,0.4888385619837585,0.7648385481420754,0.7724393258959827
