name,railway,longitude,latitude
Białystok Fabryczny,halt,23.1841933,53.1405223
Białystok Starosielce,station,23.0867818,53.1211871
Wasilków,station,23.1770421,53.198325
Białystok Bacieczki,halt,23.0719921,53.1505228
Białystok Stadion,halt,23.1295074,53.0978276
Klepacze,halt,23.079799,53.1022596
Białystok,station,23.1353568,53.1336749
Białystok Nowe Miasto,halt,23.1137082,53.106445
Hryniewicze,halt,23.1280786,53.0727199
Białystok Zielone Wzgórza,halt,23.1029493,53.1154694
