name,amenity,leisure,tourism,longitude,latitude
Cinema City Wolność w Częstochowie,cinema,,,19.1179783,50.8130775
TKt48-151,,,attraction,19.1204055,50.8091677
Scout Centrum sportowo - rekreacyjne,,sports_centre,,19.143512,50.8203633
Brama Jana Pawła II,,,,19.0958907,50.8122078
Kolubryna,,,attraction,19.0974187,50.8110612
Pływalnia kryta,,sports_centre,,19.1312411,50.7897534
Schron obserwacyjny,,,attraction,19.052047,50.8315434
Schron bojowy na 1 CKM,,,attraction,19.0845296,50.7687157
Schron bojowy na 1 CKM,,,attraction,19.0767826,50.7755914
"Schron obserwacyjny pozycji obronnej ""Częstochowa""",,,attraction,19.1035932,50.8327639
Jaskinia na Kamieniu,,,attraction,19.1465834,50.8291335
,nightclub,,,19.15302,50.7802391
,,,,19.1081805,50.8164439
DON Kichot,nightclub,,,19.105768,50.8126597
,,,,19.1362701,50.8454629
,,,,19.1352499,50.8460102
,,,,19.133799,50.8442284
Dancing Club Remis,nightclub,,,19.1285652,50.8125313
ZPAP,,,gallery,19.1099745,50.8118969
Royal Casino,casino,,,19.1046328,50.8134796
,,,,19.1163552,50.8241781
,,,,19.1165244,50.8243163
Rura,nightclub,,,19.1153042,50.8129538
Miejski Ośrodek Pomocy Społecznej,community_centre,,,19.1158089,50.8158132
Multicentrum Zodiak,community_centre,,,19.1014495,50.8113178
Ośrodek Promocji Kultury Gaude Mater,community_centre,,,19.1121984,50.8125438
Cinema City,cinema,,,19.1316755,50.8073615
Teatr Nowy,theatre,,,19.1441413,50.7654882
,,sports_centre,,19.1153947,50.8186335
Arena zielona-energia.com,,stadium,,19.15376910395686,50.80273931916294
Squash Częstochowa,,sports_centre,,19.1365881332442,50.815530247442936
,,sports_centre,,19.10735922101476,50.81660746402759
Klub POLITECHNIK,community_centre,,,19.116342467020747,50.82408833552788
Teatr im. Adama Mickiewicza,theatre,,,19.11361381619525,50.81491189946321
,,sports_centre,,19.107653646621458,50.81326675114624
,,sports_centre,,19.109752038240973,50.813116323347174
Hala sportowa POLITECHNIK,,sports_centre,,19.116352869174648,50.82452075732493
Kryta bieżnia,,sports_centre,,19.108118918815368,50.81303534032655
Miejski Stadion Lekkoatletyczny,,stadium,,19.112525611128298,50.82133352685797
,,sports_centre,,19.12277478585875,50.84072158656383
Hala Sportowa Częstochowa,,sports_centre,,19.152197635027015,50.804681661043226
Miejski Dom Kultury,community_centre,,,19.15338792006576,50.78202112301259
Konduktorownia,,,gallery,19.12206842825095,50.80808558999697
Regionalny Ośrodek Kultury,arts_centre,,,19.108724867155658,50.804666708163964
Filharmonia Częstochowska im. Bronisława Hubermana,theatre,,,19.122612773829918,50.81400992676913
Orkan,,stadium,,19.051101172283282,50.79528286764173
RKS Raków Częstochowa,,sports_centre,,19.15966511791519,50.776859713739874
OKF - Kino studyjne,cinema,,,19.10620245528315,50.812808137557695
Cepelia,cinema,,,19.105536247925322,50.81273355925226
,,track,,19.131160366785746,50.77887769174025
Park trampolin Stacja Grawitacja,,sports_centre,,19.115723392324025,50.782934891464826
,,sports_centre,,19.12904942428574,50.83572355966712
KS Stradom Częstochowa,,sports_centre,,19.103797126017838,50.79429744989504
"Pływalnia Kryta ""Sienkiewicz Częstochowa""",,sports_centre,,19.109453088961814,50.81329772142992
,,track,,19.105846677897752,50.82112475845332
Strzelnica sportowa,,sports_centre,,19.100012943108073,50.80142557868985
Amfiteatr,theatre,,,19.134361683520833,50.83404871855618
Park Wodny Częstochowa,,water_park,attraction,19.120016073383642,50.826371699098026
,,track,,19.09783685,50.78719365
"Hala Widowiskowo-Sportowa ""Polonia""",,sports_centre,,19.11877281847514,50.82642983179404
,,stadium,,19.1360681024741,50.84601244498536
,,stadium,,19.134183660867517,50.84424654277129
,,,,19.0984982,50.8118608
Pływalnia letnia,,sports_centre,,19.119830056130354,50.82696209361623
Stadion Raków,,stadium,,19.15926178688317,50.77684094872069
Arena zielona-energia.com,,stadium,,19.15372911811226,50.80273394924071
Squash Częstochowa,,sports_centre,,19.136600224877316,50.815534023576014
,,sports_centre,,19.107360673748385,50.81661073069762
Klub POLITECHNIK,community_centre,,,19.116358156114728,50.824085027133535
Teatr im. Adama Mickiewicza,theatre,,,19.113611336898998,50.814913721911616
,,sports_centre,,19.10765367265922,50.81326689764442
,,sports_centre,,19.109752150809893,50.81311640377866
Hala sportowa POLITECHNIK,,sports_centre,,19.116352876232693,50.82452074828598
Kryta bieżnia,,sports_centre,,19.108118918436347,50.81303549729106
Miejski Stadion Lekkoatletyczny,,stadium,,19.11252343782797,50.82134105638598
,,track,,19.096985180640548,50.78729426047137
,,sports_centre,,19.122774779246882,50.84072158229583
Hala Sportowa Częstochowa,,sports_centre,,19.152219970960832,50.80462570772575
Speedrower,,track,,19.134262424721634,50.84424113064826
Miejski Dom Kultury,community_centre,,,19.15338706997247,50.78201926854126
Konduktorownia,,,gallery,19.12206976955365,50.808086292860104
Regionalny Ośrodek Kultury,arts_centre,,,19.108689011224904,50.80467223265242
Filharmonia Częstochowska im. Bronisława Hubermana,theatre,,,19.122575231215013,50.81400785281525
,,track,,19.134853349999982,50.84492514999999
,,track,,19.134965900000015,50.84484134999999
Orkan,,stadium,,19.051095110332454,50.795280957900054
RKS Raków Częstochowa,,sports_centre,,19.159668291615205,50.77685883855212
Mini tor żużlowy,,track,,19.1714409293586,50.794776302660765
OKF - Kino studyjne,cinema,,,19.106202370612664,50.81280801531356
Cepelia,cinema,,,19.105537679232896,50.81272247058097
,,track,,19.13115999906194,50.77887753458907
Park trampolin Stacja Grawitacja,,sports_centre,,19.115723389170842,50.782934889847574
,,sports_centre,,19.12904942932209,50.83572355675737
Pumptrack,,track,,19.234906860633462,50.87495464492209
Pumptrack,,track,,19.239977849761306,50.874571119785045
KS Stradom Częstochowa,,sports_centre,,19.10379966024736,50.79429204499597
"Pływalnia Kryta ""Sienkiewicz Częstochowa""",,sports_centre,,19.109423187094716,50.8132985630957
,,track,,19.10584690844519,50.8211245178225
Strzelnica sportowa,,sports_centre,,19.10001639235624,50.80142514525454
Amfiteatr,theatre,,,19.134366776384326,50.83403605694696
Park Wodny Częstochowa,,water_park,attraction,19.120022885381303,50.82636619698408
"Hala Widowiskowo-Sportowa ""Polonia""",,sports_centre,,19.118826380840098,50.82644150799768
,,stadium,,19.136053300552362,50.846012151337064
,,stadium,,19.134191337652318,50.844246422487174
Jasna Góra,,,attraction,19.097082480411963,50.81256499863486
Pływalnia letnia,,sports_centre,,19.119809905712888,50.82697699048519
Mini tor żużlowy,,track,,19.2309507684245,50.87614412784254
,,track,,19.134915473288686,50.82259486364879
Stadion Raków,,stadium,,19.159260982263635,50.7768416834684
,,track,,19.066384349999996,50.8192782
,,track,,19.135300800000003,50.82228284999999
