name,railway,longitude,latitude
Białystok Fabryczny,station,23.1841933,53.1405223
Białystok Starosielce,station,23.0867818,53.1211871
Wasilków,station,23.1770421,53.198325
Białystok Bacieczki,halt,23.0719921,53.1505228
Białystok Stadion,halt,23.1295416,53.0978043
Klepacze,halt,23.0809887,53.1029458
Białystok,station,23.1354375,53.1336211
Białystok Nowe Miasto,halt,23.1137082,53.106445
Hryniewicze,halt,23.1280786,53.0727199
Białystok Zielone Wzgórza,halt,23.1051428,53.1167108
