name,railway,longitude,latitude
Częstochowa Stradom,station,19.1069996,50.7973211
Częstochowa Raków,halt,19.1554329,50.7876286
Rudniki koło Częstochowy,station,19.2322503,50.8782089
Częstochowa Aniołów,halt,19.1516348,50.8352835
Częstochowa,station,19.1209688,50.8084279
