name,amenity,leisure,tourism,latitude,longitude
Boiska Treningowe Radomiaka,,sports_centre,,51.42240308772675,21.135516563739202
,,,theme_park,51.364665302465056,21.080876688237286
,,track,,,
,,track,,51.4076885,21.182895350000003
,,track,,,
,,track,,51.37774686287617,21.18997375519764
,,track,,51.396502065182936,21.146222568072442
,,track,,51.37836729664726,21.085926010177047
,,track,,51.37402696809651,21.106524000409767
,,track,,51.400829312467366,21.13919103673235
,,track,,51.399994391422474,21.13804196922346
Teatr Powszechny im. Jana Kochanowskiego w Radomiu,theatre,,,51.4043544129351,21.156249407504024
,,track,,51.37727066259776,21.12995346994311
,,track,,51.38869385195876,21.112838667417837
,,track,,51.38787874000018,21.112623408175452
