name,leisure,landuse,natural,latitude,longitude,area_m2,score
skwer Świętego Ojca Damiana de Veuster,park,,,51.11648266909085,17.013978616036674,42084.08325543206,42084.08325543206
,park,,,51.125177914674055,16.99239485082951,31186.05766602756,31186.05766602756
,,,wood,51.12727771734751,16.997791897342434,152501.8551492839,106751.29860449872
skwer Kornela Morawieckiego,park,,,51.113507038835685,17.01673878694669,14398.728822847057,14398.728822847057
skwer Tadeusza Szczęsnego Owińskiego,park,,,51.11289912733812,17.02811563055698,6242.804073310338,6242.804073310338
,park,,,51.115851234383676,17.017673774024573,10337.98601280571,10337.98601280571
Park Juliusza Słowackiego,park,,,51.10958149315257,17.045286362617524,124787.90123665883,124787.90123665883
,park,,,51.10559661266414,17.028967933914654,51704.40567454175,51704.40567454175
,park,,,51.08936788624502,17.039692574097888,6890.217674387671,6890.217674387671
Park Skowroni,park,,,51.080216058663964,17.027691501906894,550059.3277693284,550059.3277693284
skwer Władysława Stasiaka,park,,,51.08573040529132,17.048473589076522,21335.049086569983,21335.049086569983
,park,,,51.084387755205654,17.001206575238353,26142.46353345185,26142.46353345185
Park Staszica,park,,,51.12413748584973,17.031070947668027,110838.63269540253,110838.63269540253
,,grass,,51.155771085212685,16.98027940382575,19007.226073210386,13305.05825124727
Las Lesicki,,forest,,51.19584463899155,16.934450953661525,2313421.8780988115,1850737.5024790494
,,forest,,51.20151808577847,16.945877866808758,405982.2579773495,324785.8063818796
Lasek Strachociński,,forest,,51.104186615678,17.138499879164154,268124.4403832096,214499.5523065677
,,forest,,51.14917776544367,17.15414040860046,359429.3676456556,287543.49411652447
Park Południowy,park,,,51.07588744756284,17.010738785903122,584772.3420760416,584772.3420760416
skwer Zbyszka Cybulskiego,park,,,51.10805944002652,17.072677006854267,39558.27749568131,39558.27749568131
,,forest,,51.0978054741023,17.12392249352519,638749.8285092324,510999.8628073859
,,meadow,,51.14366524394297,17.13633614118798,50282.036626978675,25141.018313489338
,,forest,,51.142104971993504,17.11996029316053,12711.843619559626,10169.474895647701
,park,,,51.14663324732316,17.11649584826295,18664.173882433875,18664.173882433875
,,,grassland,51.13652459829483,17.1340371719184,6499.56172555211,4549.693207886477
Park Stanisława Tołpy,park,,,51.12029830773848,17.053650068066254,138786.36632587222,138786.36632587222
,,,wood,51.119778973530394,17.054346210261215,1033.690077390625,723.5830541734374
,,grass,,51.0530521063329,16.96756798215627,65196.72935624736,45637.71054937315
,,forest,,51.15398724790274,17.107614823315735,75394.39688360525,60315.51750688421
,,forest,,51.1361568354515,17.124456994392254,2480.213689477741,1984.1709515821929
