name,amenity,leisure,tourism,latitude,longitude
Beboczka Rajza,,,artwork,50.2583639,19.0192171
Bebok Bōnclok,,,artwork,50.2592028,19.0178128
Beboczka Florka,,,artwork,50.2588965,19.0214081
Bebok Szerlok,,,artwork,50.2605601,19.032146
Bebok Cinibek,,,artwork,50.2603212,19.030204
Bebok Poli(sh)glotek,,,artwork,50.2612959,19.0262581
Bebok Bebook,,,artwork,50.2546658,19.0116078
Bebok Bławatek,,,artwork,50.2732845,19.0203314
Beboczka Baśka,,,artwork,50.266339,19.0446033
Beboczka Pelagia,,,artwork,50.2651878,19.039581
Bebok Walenty,,,artwork,50.2644649,19.0885708
Beboczka Harmonia,,,artwork,50.2707581,19.0852793
Bebok Stawik,,,artwork,50.2435889,19.0364491
Bebok Mikoś,,,artwork,50.2443449,18.9960937
Bebok Fundek,,,artwork,50.2615136,19.0147482
Beboczka Kasia,,,artwork,50.2615122,19.0179751
Bebok Boguć,,,artwork,50.2549237,19.0623916
Bebok Ewald,,,artwork,50.2219496,19.0673113
Bebok Halabardzik,,,artwork,50.2253715,18.9711435
Royal Night Club Katowice,nightclub,,,50.2580753,19.0287839
Góra saneczkowa,,,attraction,50.2414762,19.0032901
Bebok Anielik,,,artwork,50.2615275,19.0135628
Bebok Cukerzołza,,,artwork,50.2645451,18.9991429
Bebokowo familijo zastympczo,,,artwork,50.2681431,19.0156001
Bebok Sztrōmek,,,artwork,50.2706294,19.0146562
Beboki Ema i Oswald,,,artwork,50.2791715,19.009971
Przystanek Historia,,,museum,50.2582866,19.0219202
Doha,community_centre,,,50.2592601,19.0574649
AlmatArt,,,gallery,50.2572374,19.0368532
Królestwo,nightclub,,,50.2644598,19.0233752
Kleks Magia Kina,arts_centre,,,50.25489,19.0623494
Klub Osiedlowy Trzynastka,community_centre,,,50.2578812,19.0538534
,,,attraction,50.2768821,19.0660716
Muzeum Historii  Gitary,,,museum,50.2555499,19.0167469
Bebok Skarbnik,,,artwork,50.2597759,19.0212166
Podleenik Agresywnego Kwiata Gyata,,,artwork,50.2508342,19.0397641
Salon gier na automatach,,amusement_arcade,,50.2316432,18.9830367
Teatr Śląski im. Stanisława Wyspiańskiego,theatre,,,50.259614243270555,19.023090146395685
Rondo Sztuki,arts_centre,,,50.26444017907976,19.02324669400965
Ośrodek Sportowy Słowian,,sports_centre,,50.260221144778924,19.05580204119947
Lodowisko „Biały orlik” (sezonowe),,ice_rink,,50.19403024071834,19.042767570797587
Akademia Wychowania Fizycznego,,sports_centre,,50.247991034373044,19.013203319638457
Kamienica Mieszczańska,,,attraction,50.25709325638215,19.028980895112994
Kamienica Mieszczańska,,,attraction,50.25748755649903,19.02773190195751
Kamienica Mieszczańska,,,attraction,50.25765912641826,19.025722621680224
Kamienica Mieszczańska,,,attraction,50.2575589917484,19.026842875524075
Środowiskowy Klub Wodniacko-Wędkarski Maroko,,sports_centre,,50.273841306685405,18.97937853901133
,,track,,50.251693550000006,19.00258860000001
,,track,,50.2517303,19.003054249999998
Pałac Młodzieży im. Aleksandra Kamińskiego,school,,attraction,50.25448267353571,19.011564997378287
,,track,,50.22190528120178,18.97736513464844
,,track,,50.22873008593593,18.989804750701552
,,track,,50.22249564999999,19.071270499999997
Drapacz Chmur,,,attraction,50.25437963432733,19.014181611341936
Kościół Zmartwychwstania Pańskiego w Katowicach,place_of_worship,,attraction,50.258966319080876,19.02694252044348
Dom Oświatowy,,,attraction,50.25600756485459,19.02812283905236
Hala Sportowa Józefowska,,sports_centre,,50.27887272501668,19.015246592918697
Ośrodek Sportowy Rapid,,sports_centre,,50.27032040902629,19.016281196711994
Panorama fitness,,fitness_centre,,50.21602551089736,18.96106601798366
Miejski Dom Kultury „Południe” - filia nr 4 w Podlesiu,community_centre,,,50.180093049941625,18.976284335484102
Old Timers Garage,theatre,,,50.20950055405808,18.979873022599186
,,sports_centre,,50.2225444936574,19.070435116553554
