name,power,man_made,latitude,longitude
,substation,,54.5037647,18.4176817
,substation,,54.5592694,18.4716867
,substation,,54.4716559,18.4893785
T-2278 Nowodworcowa,substation,,54.4667248,18.5050405
Gniewska Pewex,substation,,54.5418519,18.4631139
,substation,,54.5082224,18.3940009
,substation,,54.494657,18.4303124
Stacja elektroenergetyczna GPZ 110/15kV „Chylonia”,substation,,54.55347774341234,18.45915014753081
,substation,,54.497881250000006,18.54144555
,substation,,54.47029166655934,18.4976186512548
,substation,,54.4690035,18.480272800000005
,substation,,54.49785810000001,18.5010538
,substation,,54.49688470481605,18.53202552565588
Stacja elektroenergetyczna GPZ 110/15kV „Grabówek”,substation,,54.53308459691975,18.494166962496653
,substation,,54.53608669999999,18.4878088
,substation,,54.549489269844244,18.51070163594915
"Stacja elektroenergetyczna 110kV ""Kontenery""",substation,,54.549487124531296,18.510301803142326
Stacja elektroenergetyczna 110kV Gdynia Port,substation,,54.524649954739786,18.536011023142045
,substation,,54.56218391670692,18.4972499487795
"Stacja elektroenergetyczna 110/15kV ""Oksywie""",substation,,54.55442649735562,18.53975828797045
,substation,,54.45964605254061,18.45381372902583
Stacja elektroenergetyczna 110/15kV Wielki Kack,substation,,54.459819313301196,18.453278346709745
,,water_works,54.49494128081467,18.43885519675445
"Ujęcie wody ""Wiczlino""",,water_works,54.49533253577265,18.4408926132644
,substation,,54.54606682590897,18.454721339955046
,substation,,54.54497939604126,18.4550732210749
,substation,,54.53580404564602,18.458452823400464
T-4043,substation,,54.46777461909107,18.485010511457475
Stacja prostownikowa,substation,,54.469306273853135,18.510381617811486
,substation,,54.543149373288216,18.54027784254037
Ramułta I,substation,,54.53634941732463,18.482118211049478
,substation,,54.5535684,18.52714385
,substation,,54.47186144646144,18.487121121130592
,substation,,54.46636655,18.4823285
,substation,,54.46984700000001,18.50070095
,substation,,54.465729819409376,18.460020478410815
T-4024,substation,,54.471565714526676,18.49564545575865
Stacja elektroenergetyczna 110kV Chwarzno,substation,,54.49327911381396,18.448336924616978
,substation,,54.501269083305324,18.419382883526527
,substation,,54.499540545718,18.470415172448543
T-2938,substation,,54.50141914519383,18.458499525925102
,substation,,54.54763641756979,18.52111740603808
,substation,,54.57842754951393,18.539834233386042
,substation,,54.55723351909832,18.510540512285797
,substation,,54.56031165263287,18.477099031619822
Stacja elektroenergetyczna 110/15kV Redłowo,substation,,54.48930560012573,18.540118872163152
Stacja elektroenergetyczna 110kV Gdynia Południe,substation,,54.51009562570831,18.532059576574408
Stacja elektroenergetyczna 110kV Tlenownia,substation,,54.53910820089331,18.505056382681918
,substation,,54.549226250000004,18.512571150000003
,substation,,54.494141,18.517284350000004
,substation,,54.49342567992647,18.513891139086866
