name,amenity,leisure,tourism,latitude,longitude
,,track,,50.0336494431689,21.993854687654853
,,track,,50.03628413439194,21.99438195995479
,,track,,50.041529167639005,21.99446311483326
,,track,,50.03464327463787,22.018605074206523
,,track,,,
,,sports_centre,,50.07115267539906,21.94616558660539
,,track,,,
Peron Baltoro - ścianka wspinaczkowa Rzeszowskiego Klubu Wysokogórskiego,,sports_centre,,50.04407305093187,22.007424680667665
,,track,,50.045233052144525,21.976146508632542
,,track,,50.04474526979726,21.975865326407725
,theatre,,,50.059767881013684,21.974311246478397
,,track,,50.061045369201416,21.980729996188938
,,track,,50.060728991392935,21.982002322124245
,,track,,50.01811193597202,21.995814203196897
Przystań na Lato,nightclub,,,50.03166289689676,22.00595191670594
Młodzieżowy Dom Kultury,community_centre,,,50.06106608104605,21.981844099268425
"Mural ""Pamiętany""",,,artwork,,
,,track,,50.050215093300814,21.983019930789425
,,track,,,
,,sports_hall,,50.06046305000001,21.98189645
,,track,,50.0252159195947,21.996779446495978
,,track,,50.01793095,21.9959634
TKt48-27,,,attraction,50.04285935,22.012801750000005
RDK filia Zalesie,community_centre,,,50.004572715714446,22.031382697018543
,,track,,50.04494008345941,21.975268341899373
,,track,,50.05149816948421,21.976504860517778
,,track,,,
,,track,,,
,,track,,,
,,track,,50.022650307304396,21.99898676611751
,,track,,50.02277063358214,21.99902470470886
,,sports_centre,,50.070951969019404,21.944429247586715
,,track,,50.0712856863261,21.945184319699955
,,fitness_centre,,50.033821355015654,22.009834162380624
,,track,,50.028577209476836,21.96640088820065
,,track,,,
,,track,,,
,,track,,,
,,track,,,
PZL 37 Łoś,,,artwork,,
,,track,,50.02461306842815,22.048762210687386
,,track,,50.02450379720127,22.04860538835218
,,track,,,
,,track,,,
,,track,,50.04566875523451,22.05287604817536
,,track,,50.02194312263222,21.98929921891958
,,track,,50.03271454758316,21.990457337272424
ROSiR,,sports_centre,,50.039461981864136,21.99282573712383
,,track,,50.03799125197859,21.99155980506139
PadelBOX,,sports_centre,,50.06010962047374,21.990507556916516
,,track,,50.050950971264186,21.976815249142952
Pumptrack,,track,,50.05865829392109,21.9836356916035
,,track,,50.029029962552144,21.96649884822152
,,track,,50.05830905771874,21.98320647317974
