name,shop,amenity,latitude,longitude
Żabka,convenience,,54.3549743,18.6492756
Sklep spożywczo-monopolowy,convenience,,54.359245,18.6492416
1 Minute,convenience,,54.3824082,18.4659996
Carrefour,supermarket,,54.3530378,18.5928046
Żabka,convenience,,54.4019864,18.5780998
Żabka,convenience,,54.3572469,18.583823
abo TRES-BIS,convenience,,54.4045978,18.6254177
Żabka,convenience,,54.3526599,18.5128437
1minute,convenience,,54.4025614,18.5713274
,convenience,,54.4019526,18.6715073
,convenience,,54.3980714,18.6736568
,convenience,,54.4007802,18.6619086
Żabka,convenience,,54.354825,18.5116672
Żabka,convenience,,54.3398805,18.6189737
Biedronka,supermarket,,54.3932267,18.6178448
Żabka,convenience,,54.3305395,18.5571456
Kami,convenience,,54.4119965,18.5774788
Żabka,convenience,,54.3272366,18.5958031
Żabka,convenience,,54.3546946,18.6628532
"Sklep całodobowy ""Kaśka""",convenience,,54.33193,18.6339617
Żabka,convenience,,54.387103,18.6281993
,convenience,,54.3879441,18.6250204
,convenience,,54.3882036,18.6253201
Żabka,convenience,,54.4028994,18.6101121
Żabka,convenience,,54.381547,18.6140122
Lewiatan,convenience,,54.3827423,18.6254743
Żabka,convenience,,54.3805215,18.6065677
Żabka,convenience,,54.3228402,18.6319053
Odido,convenience,,54.321936,18.6357102
,convenience,,54.3207725,18.6362521
,convenience,,54.3254833,18.631643
,convenience,,54.3269673,18.6301818
,convenience,,54.3290986,18.6297773
"Sklep ""Moni""",convenience,,54.330147,18.6305646
Turbut,convenience,,54.3311368,18.6338619
,convenience,,54.3287322,18.6342543
,convenience,,54.328773,18.6353567
,convenience,,54.3181017,18.630216
Żabka,convenience,,54.3476403,18.6608053
Żabka,convenience,,54.353307,18.651391
Max & Xavier,supermarket,,54.3591881,18.5775615
,convenience,,54.4350002,18.4663312
Żabka,convenience,,54.3761375,18.6330265
Żabka,convenience,,54.4095993,18.5965594
Lewiatan,convenience,,54.3963005,18.5896115
Sklep spożywczy EMI,convenience,,54.3225871,18.5751599
Sklep spożywczo-monopolowy,convenience,,54.4005033,18.5792823
Delikatesy Mini,supermarket,,54.3304359,18.6074032
Żabka,convenience,,54.4009114,18.5754632
Żabka,convenience,,54.3989612,18.5679419
