name,leisure,landuse,natural,latitude,longitude,area_m2,score
,park,,,50.259824041650916,19.013187318604412,23401.40908174783,23401.40908174783
,,,grassland,50.218319856399454,19.089432410975192,333441.85409071046,233409.2978634973
Park Giszowiecki,park,,,50.221943004557374,19.068044212141434,92324.00966844232,92324.00966844232
,,forest,,50.22925404619107,19.08203670411284,261106.65788525334,208885.3263082027
,park,,,50.22250476384488,19.0658509555806,32869.69900098658,32869.69900098658
Plac Grunwaldzki,park,,,50.26840754908238,19.02183366446931,28222.368101957796,28222.368101957796
Plac Andrzeja,park,,,50.25568590476387,19.014603009273632,33435.65732345672,33435.65732345672
,,forest,,50.24196146660878,19.033096123261757,73197.00900087997,58557.607200703984
,,forest,,50.22406848169285,18.918386180563537,175223.88584662692,140179.10867730153
Zespół przyrodniczo-krajobrazowy „Źródła Kłodnicy”,nature_reserve,,,50.2209426112879,19.011223746802788,2420123.528066399,2420123.528066399
,,grass,,50.21989238480444,19.07077519190925,239.11222686180085,167.37855880326057
,garden,,,50.250288270050106,19.018847132263847,23660.151515896378,18928.121212717102
Skwer księdza Waldemara Dekiela,park,recreation_ground,,50.214367633433405,18.986627039323505,76726.08943138397,76726.08943138397
,,forest,,50.23197342099592,19.050630577260314,72132.61737947747,57706.093903581976
,,forest,,50.232543898273654,19.048845113259183,78045.10917668045,62436.08734134436
"Rezerwat przyrody ""Ochojec""",nature_reserve,,,50.207429269602365,19.00260193143829,633260.8301103832,633260.8301103832
Mały Wieprzyniec,,forest,,50.200835763089344,18.920094156979868,2022911.2732496432,1618329.0185997146
,,forest,,50.22499170043487,18.940480684856674,43294.03788467529,34635.23030774023
,,forest,,50.20344259329878,18.947179711775565,571660.6068650661,457328.4854920529
,,forest,,50.216846980826,18.957825248750957,7546.032241144499,6036.825792915599
,,forest,,50.21857849598159,18.959161595334056,31652.426213360886,25321.94097068871
,,forest,,50.22460753173613,18.999927042498662,97459.10491956589,77967.28393565271
,,forest,,50.21316929455509,18.991010379831113,42077.739262298324,33662.19140983866
,,forest,,50.22478215286985,18.938086312932146,1803.1904161560144,1442.5523329248117
,,forest,,50.23922762206429,18.96055972562244,60150.38667131577,48120.30933705262
,,forest,,50.1936410504088,18.95068786908219,28257.252431366094,22605.801945092877
,,grass,,50.25021009710652,18.99709517410673,7984.514682411965,5589.160277688375
,,grass,,50.284259288199685,18.967078545726665,10970.800368258573,7679.5602577810005
Pętla Tysiąclecie,,grass,,50.28296248641747,18.963976867679648,2962.0569791443354,2073.4398854010346
,,grass,,50.28739950992826,18.966785516232896,12669.608412024605,8868.725888417222
,,grass,,50.27989762624938,18.967960163195933,604.4346934268101,423.10428539876705
Skwer Józefa Kidonia,park,,,50.28090978201265,18.975332168631112,50873.977831770666,50873.977831770666
,,grass,,50.27951669305302,18.97306143278319,953.5169558534175,667.4618690973922
,,grass,,50.2832466073051,18.97162175401989,3498.5333836342165,2448.9733685439514
,,grass,,50.27912242758574,18.972193910416543,239.1775289225382,167.4242702457767
,,grass,,50.27893017288234,18.972636034946753,606.4753670247314,424.532756917312
,,grass,,50.27905780331548,18.972254570492744,1882.9817883812736,1318.0872518668914
,,grass,,50.279934296246374,18.972475411018433,535.1743686302309,374.6220580411616
,,grass,,50.27888942753035,18.972192598411663,73.39587404466508,51.37711183126555
,,grass,,50.27877553368569,18.972228855825236,94.10244081756082,65.87170857229258
,,grass,,50.27881039972558,18.973049912419523,80.10034804653682,56.070243632575774
,,grass,,50.278908899578894,18.973032807982197,41.61470069564351,29.130290486950457
,,grass,,50.27889464563969,18.972909610927516,78.1903490178249,54.733244312477424
,,grass,,50.27910072089981,18.972961659457688,100.35338399618858,70.247368797332
,,grass,,50.279281521990725,18.972890118051755,568.4835033144557,397.9384523201189
,,grass,,50.2790701500657,18.97282030697969,170.46396338867987,119.32477437207591
,,grass,,50.283707771771695,18.972282536425574,2269.063408273841,1588.3443857916886
,,grass,,50.27878101877549,18.9725408265494,242.29227278163313,169.60459094714318
,,grass,,50.28034668952837,18.97176238764372,314.5785014366817,220.20495100567717
,,grass,,50.27902335258397,18.972441206683,265.90521411582665,186.13364988107864
,,grass,,50.279119384946014,18.97311317937609,298.2431812361747,208.77022686532226
Plac Tajnej Organizacji Nauczycielskiej,park,grass,,50.23053284130979,18.995923935119865,6510.523827743117,6510.523827743117
,,forest,,50.29509247478073,18.999507781261535,400776.88018824323,320621.5041505946
,,forest,,50.285261832654214,18.973315875153727,16768.760169523193,13415.008135618555
,,forest,,50.285547943432725,18.97224940736604,24598.39976091556,19678.71980873245
,,forest,,50.28685103539721,18.970252227614186,17817.11412515065,14253.69130012052
,,grass,,50.27997471903089,18.973522790050133,1678.100914138005,1174.6706398966035
,,grass,,50.276041366457186,18.983526999969964,7738.516763654817,5416.961734558371
,,grass,,50.23034182039215,18.99497704379676,16522.41249585292,11565.688747097043
,,grass,,50.253171721757404,18.992576980791593,12285.22195242802,8599.655366699613
,,grass,,50.25247506570523,18.99308823175442,37521.20550282864,26264.843851980047
Plac Józefa Londzina,park,,,50.26649752351475,18.990871426244315,24842.769409277233,24842.769409277233
,,forest,,50.2348887507204,19.04185915131335,41777.24522940654,33421.79618352523
,,forest,,50.1962215332543,19.047034411164233,25429.07783389638,20343.262267117105
,,forest,,50.24546509812979,19.046893889881083,52916.57329811625,42333.258638493004
,,forest,,50.23932509751278,19.04886271419287,314826.04360344046,251860.8348827524
,,forest,,50.23309484379903,19.046294927996865,313329.4985587298,250663.59884698386
,,forest,,50.22824330932769,19.03193398075956,588591.1696339315,470872.9357071452
,,forest,,50.234006172421495,19.07942850297494,1970487.0133033735,1576389.6106426988
,,forest,,50.229273670470846,19.07619479963488,81701.58249405924,65361.2659952474
,,forest,,50.214111801522094,19.001984593005055,158043.15890730204,126434.52712584165
,,,wood,50.22891380058209,18.913841417350262,18211.843123519906,12748.290186463933
,,grass,,50.25232099317713,18.984001888029056,45293.78388846488,31705.648721925416
,,grass,,50.2536262977724,18.984758274547215,41890.218548551326,29323.152983985925
,,forest,,50.18253942376433,19.001674081046666,7877.231210060168,6301.784968048135
,,grass,,50.27623639857876,18.984072826008564,167.11714158579784,116.98199911005848
