name,leisure,landuse,natural,latitude,longitude,area_m2,score
,,forest,,53.14058963523689,17.93025015373599,594552.7827809497,475642.2262247598
,,,wood,53.15508776137958,17.909442736700726,179915.15821220324,125940.61074854225
Park Jana Kochanowskiego,park,,,53.12980247173896,18.011584321150778,99287.81362728351,99287.81362728351
Skwer Honorowych Dawców Krwi,park,,,53.1244977400791,17.971025369518266,121968.01798116506,121968.01798116506
,park,,,53.128665972198036,17.9944678739878,12898.41473526869,12898.41473526869
Park Ludowy im. Wincentego Witosa,park,,,53.124747965450936,18.01340998819496,170637.78567490677,170637.78567490677
,park,,,53.12374037556627,18.001788348954527,436.68231074176555,436.68231074176555
,,,wood,53.149764984068696,17.972239418609753,46500.56945051728,32550.398615362094
Park przy papierni,park,,,53.140306767084304,17.966550549883394,86405.80135403166,86405.80135403166
,park,,,53.13898427009827,17.96471607517848,48677.58273281426,48677.58273281426
,,,wood,53.14940767831089,17.970579281598884,33669.678964499515,23568.77527514966
Park Bydgoskiego Harcerstwa,park,,,53.13959928934547,18.03387507076798,300933.3406827653,300933.3406827653
,park,,,53.14101294532543,18.027905617779037,4736.850163739536,4736.850163739536
,park,,,53.14067659493237,18.028845229369953,1891.4226538598664,1891.4226538598664
Skwer im. Andrzeja Brończyka,park,,,53.14544292119309,18.02849234185345,73994.89939678913,73994.89939678913
,park,,,53.142970767738866,18.02258349875843,4915.611672385819,4915.611672385819
Skwer Inwalidów Wojennych,park,,,53.1425372001894,18.021770464570523,28502.923519103177,28502.923519103177
,park,,,53.14200890962041,18.025192180978323,5245.141096374267,5245.141096374267
,park,,,53.14249283250918,18.023865208876266,5092.703211683408,5092.703211683408
,park,,,53.14149761495157,18.026575350271568,5168.295200241959,5168.295200241959
,,forest,,53.17583966566456,17.965291056697556,308464.2800527163,246771.42404217308
,,forest,,53.17967696775781,17.96117337987306,252770.12469771534,202216.0997581723
,,forest,,53.18001871930426,17.965920546112358,339857.58003892127,271886.06403113704
,,forest,,53.188507018060406,17.963731861100744,92369.21024454376,73895.36819563502
,,forest,,53.186157057785934,17.962984442032226,12186.94318041622,9749.554544332976
Park im. Karola Wojtyły,park,,,53.194882134691454,17.968546213246213,44670.383389953364,44670.383389953364
,,forest,,53.14997728094912,18.12692912101133,37235.08052651343,29788.064421210747
,,forest,,53.14541294093335,18.110139765985274,39474.694728559596,31579.75578284768
,,forest,,53.14184450152168,18.111606030148618,41134.00294398338,32907.20235518671
,,forest,,53.14973045265959,18.123101080111965,1252.3333182431022,1001.8666545944818
,,forest,,53.1508878797885,18.121888445712653,25280.345430660353,20224.276344528284
,,forest,,53.148580277989645,18.123015364599073,9815.275778656036,7852.2206229248295
,,forest,,53.13987679914151,18.13070148106537,83120.37156918175,66496.2972553454
,,forest,,53.13849658977583,18.13168691266734,78064.74362374292,62451.79489899434
,,forest,,53.1447931947258,18.138574549948686,149948.47794011264,119958.78235209011
,,forest,,53.143643221581875,18.13606437197785,77020.1570981118,61616.12567848944
,,forest,,53.156936275868496,18.142725123539513,34868.04448499443,27894.435587995547
,,forest,,53.15754751399576,18.145132206951953,21415.741662114695,17132.593329691757
,,forest,,53.156546375954235,18.140133857228456,15744.784275097676,12595.827420078142
Park leśny na os. Szybowników,,forest,,53.15485365495613,18.15788277469321,79482.8609840775,63586.288787262005
,,forest,,53.20790079172911,17.97204532956595,2868.211654959183,2294.5693239673465
,,forest,,53.207807698367745,17.973742683295225,15972.900755625158,12778.320604500128
