name,shop,amenity,latitude,longitude
Społem,supermarket,,50.031086178490234,21.97700808813061
Galeria Nova,mall,,50.019005831791006,22.014611951983873
Delikatesy Centrum,supermarket,,50.03862609064396,22.04530785855727
Żabka,convenience,,50.04263014686411,21.99332091604898
Galeria Nowy Świat,mall,,50.04910383870871,21.976510944884026
Lidl,supermarket,,50.05339581032567,21.971172795906046
Galeria Rzeszów,mall,,50.04245375673111,21.997809976730643
Nasz Sklep,supermarket,,50.058345091509224,21.984349617302396
Biedronka,supermarket,,50.06012109988161,21.985070093892432
Delikatesy Centrum,supermarket,,50.06121515821131,22.00982859076956
Żabka,convenience,,50.02954125210435,22.01994736698261
Marmax,supermarket,,50.0192029101122,21.97764346593877
Biedronka,supermarket,,50.02512653083939,21.97430081842902
Galeria Trend,mall,,50.04455187310922,21.955263661320505
Lidl,supermarket,,50.04997533623658,22.000466250962116
Orlen,convenience,,50.04875602868313,21.999057241208007
sklep ABC,convenience,,50.048172835842664,22.00216572266412
Lewiatan,convenience,,50.04346170093718,21.96981926297222
Biedronka,supermarket,,50.018409062312784,21.97614495827726
Delikatesy Centrum,supermarket,,50.0455391313006,21.970459136456594
,convenience,,50.05066188402002,21.98378530776294
Społem,supermarket,,50.05136483280857,21.982225188014695
Delikatesy Centrum,supermarket,,50.03685384589855,21.969739244267046
Biedronka,supermarket,,50.02908410806204,22.04106802397248
Plac Targowy Moniuszki,,marketplace,50.03735429471758,21.99876756305576
,convenience,,50.02875757977863,21.98642193922028
Słoneczko,convenience,,49.99163151541397,22.069072122018614
Janka,convenience,,50.05424153304379,22.003739751638
Galeria Europa II,mall,,50.04132488687566,22.003753247961782
Jutrzenka,,marketplace,50.038790383109024,22.00923599918729
,,marketplace,50.038114871296,22.010964929161943
Delikatesy Centrum,supermarket,,50.008111318939825,21.953141769896185
MarketVita Express,convenience,,50.034375277803626,21.975621507125922
Minivita Market,convenience,,50.027883819640685,21.955044321647453
Rabat,convenience,,50.059473759552596,21.95390808642639
Tęcza,convenience,,50.06062547229543,21.997335840337268
Żabka,convenience,,50.0591226559598,22.05290563261153
Spar,supermarket,,50.010583492616966,22.036428897208225
Delikatesy Premium,convenience,,50.038470350000004,22.037949849999997
Biedronka,supermarket,,50.064376946267494,22.010092769256634
Kaufland,supermarket,,50.05023374203682,21.989813411648495
Shell Select,convenience,,50.05235639360593,21.971572050839818
,convenience,,50.0364631513962,21.967658620033962
Biedronka,supermarket,,49.961684634630494,21.969652055134876
Targowisko - Bazar,,marketplace,50.042005567345775,22.021615671911505
Sam Lotka,convenience,,50.01592296767809,21.97488394112829
Lidl,supermarket,,50.020173945993406,21.97877554667838
Market Ola,convenience,,50.0288081617847,22.06467347488391
Żabka,convenience,,50.0610645347357,21.98516038591596
Delikatesy Centrum,supermarket,,50.05317531308752,21.947472205674867
FRAC,supermarket,,50.039971555534,21.9893263004582
Galeria Budziwój,mall,,49.968240178592346,21.983931753301846
Targowisko Dołowa,,marketplace,50.03374952743554,22.01731913953236
Biedronka,supermarket,,50.04259325606933,21.99116184888024
Lidl,supermarket,,50.03355282651481,22.034335192614147
,,marketplace,50.04318369321266,22.02218893159473
Orlen,convenience,fuel,50.05793385000002,21.994230950000002
Bochenek,convenience,,50.053870713053975,22.008487357797485
Śnieżynka,convenience,,50.01419650120179,22.016954168520737
ALDI,supermarket,,50.02742218156225,22.041383275445117
Delikatesy Centrum,supermarket,,49.98174475340063,22.02086680241937
Biedronka,supermarket,,50.016623269672785,21.960623335065833
Lidl,supermarket,,49.976128807358,22.02547170961939
Biedronka,supermarket,,50.00793680751488,22.003627539861444
Biedronka,supermarket,,49.985699791125285,21.989981212249415
Galeria Lazur,mall,,50.01947054751535,22.02019228380393
Millenium Hall,mall,,50.02722266737708,22.014234554270597
