name,amenity,leisure,tourism,latitude,longitude
Pionier 1907,cinema,,,53.4264063,14.5455779
Helios,cinema,,,53.4269689,14.5420729
Hormon,nightclub,,,53.4326109,14.5445499
Pinokio,nightclub,,,53.4222224,14.5299357
Teatr Współczesny,theatre,,,53.4300016,14.5648557
Herkules walczący z centaurem,,,artwork,53.4297315,14.5658103
Pomnik Jana Pawła II,,,attraction,53.4394082,14.5410725
ArtGalle,,,artwork,53.4299313,14.5440966
Wały Chrobrego,,,viewpoint,53.4296704,14.5660096
Szczeciński Dom Sportu,,sports_centre,,53.4391011,14.5483776
Pomnik Marynarza,,,artwork,53.4321421,14.548809
Muzeum Sztuki Współczesnej,,,museum,53.4281485,14.5545244
Muzeum Historii Szczecina,,,museum,53.4243728,14.560013
Oko na Szczecin,,,viewpoint,53.3748796,14.6188709
Ogniste Ptaki,,,artwork,53.4448013,14.5328108
Pomnik Adama Mickiewicza,,,attraction,53.4310347,14.5619957
Posąg Flory,,,artwork,53.4255463,14.5551003
Kino Zamek,cinema,,,53.4262029,14.5609695
,,,viewpoint,53.4263862,14.5615138
Galeria Sztuki Dawnej,,,museum,53.4280532,14.5550612
Pałac pod Globusem,,,attraction,53.4261223,14.5542763
McFIT,,fitness_centre,,53.4270728,14.5418905
Harcówka i klub radiowy SP1ZCV,community_centre,,,53.4393188,14.5392522
,,,viewpoint,53.3527203,14.5868909
,,bowling_alley,,53.371158,14.6652607
,,,viewpoint,53.4770693,14.601549
13 Muz,arts_centre,,,53.4282169,14.5539754
City Hall,nightclub,,,53.4198211,14.5492004
Pływalnia kryta Szkoły Podstawowej nr 55,,sports_centre,,53.4066419,14.5237321
Prime Fitness Club,,fitness_centre,,53.4332734,14.5380218
Kabaret Rewia & Show,nightclub,,,53.4255549,14.5522923
Fitness Ergo,,fitness_centre,,53.4280303,14.5534564
Bahia Club,nightclub,,,53.4289477,14.5314358
"Rzeźba ""Macierzyństwo""",,,artwork,53.4324028,14.5618494
Gryf,,,artwork,53.4373596,14.5431506
,,sports_centre,,53.4306392,14.5187
Café 22,cafe,,viewpoint,53.4326479,14.5555208
Fontanna Radość,fountain,,artwork,53.4495236,14.4984436
Multikino,cinema,,,53.4334465,14.5555856
Squash Zone Club,,sports_centre,,53.4276243,14.5302944
In Balance by Marina,,fitness_centre,,53.4326041,14.5310269
Odra Zoo,,,artwork,53.4165866,14.5482206
Futura Eclipse,,adult_gaming_centre,,53.4260823,14.5398428
Helios,cinema,,,53.381404,14.6706863
"Platforma widokowa ""Wodozbiór""",,,viewpoint,53.4939352,14.556299
Słonik,,,artwork,53.4732421,14.5469418
Holiday Club,nightclub,,,53.4196768,14.5491458
Lulu Club,nightclub,,,53.4238335,14.5494714
Rocker Club,nightclub,,,53.4238873,14.5496393
Labirynt,,,artwork,53.4261878,14.5464792
Punkt widokowy przy ul. Górskiej,,,viewpoint,53.4802092,14.6043744
Punkt widokowy przy ul.Małe Błonia,,,viewpoint,53.4686925,14.568142
Punkt widokowy (Polana Odolany),,,viewpoint,53.4699666,14.5554697
Punkt widokowy przy ul.Duńskiej,,,viewpoint,53.4585405,14.5424639
Punkt widokowy przy ul.Ostrowskiej,,,viewpoint,53.4675211,14.5782124
Wzgórze Kupały,,,viewpoint,53.4626322,14.5919049
Punkt widokowy przy ul. Zielnej,,,viewpoint,53.4737412,14.5940911
Ruiny Wieży Baresela,,,viewpoint,53.3747953,14.6262789
Wieża widokowa Muzeum Narodowego,,,viewpoint,53.4301455,14.5645237
