name,railway,latitude,longitude
Lublin Północny,halt,51.2422757,22.5995426
Stasin Polny,halt,51.2132592,22.4736992
Lublin Ponikwoda,halt,51.266083,22.6059708
Lublin Zadębie,halt,51.2579286,22.6100445
Rudnik,halt,51.2876442,22.622535
Lublin Zemborzyce,station,51.1715012,22.5028874
Lublin Główny,station,51.231292,22.5689637
Lublin Zachodni,halt,51.2189337,22.508927
