name,leisure,landuse,natural,latitude,longitude,area_m2,score
,,,wood,54.49209006307505,18.558451001721906,4995072.752406126,3496550.926684288
Park Północny,park,,,54.4562471804381,18.562136944754208,711737.0830933006,711737.0830933006
,,,wood,54.455879529665516,18.488809691908518,73008.83348011145,51106.18343607801
Zarosłe Łąki,,meadow,,54.44914272060476,18.480858165145214,116373.31912245833,58186.659561229164
Tasza,,meadow,,54.445561118617306,18.47696233060651,168916.6399672162,84458.3199836081
,,,wood,54.48842380487782,18.527290860695704,61725.55303722379,43207.88712605665
,,forest,,54.57708555028864,18.53793423103073,3157288.669566709,2525830.9356533675
,,forest,,54.56033656553431,18.551367204356957,50659.78834579833,40527.83067663867
,,forest,,54.55069241752657,18.556132971211685,457695.7627973684,366156.61023789475
,,forest,,54.55800517007041,18.500676742667395,1389533.6698932997,1111626.9359146398
,,forest,,54.55875257357965,18.49382136849879,25875.739865338837,20700.59189227107
,,forest,,54.55732684775901,18.493072375158103,55164.02946521068,44131.22357216855
,,forest,,54.559140071416316,18.491165506020966,48943.24484174922,39154.595873399376
,,forest,,54.55713834516222,18.487991130557383,11636.597726146323,9309.27818091706
,,forest,,54.49106791076423,18.4109960672566,55990.15869181201,44792.12695344961
,,,wood,54.487615813776124,18.434958736103475,177280.82139629356,124096.57497740549
,,,wood,54.489714133948695,18.44058780338227,336458.00024836045,235520.6001738523
,,,grassland,54.49049751536432,18.432258424889024,102889.97313492904,72022.98119445032
,,,wood,54.49036971430062,18.429538453569705,53610.73740769464,37527.516185386245
,,,wood,54.49863133511397,18.420578560897997,8216.69826907897,5751.688788355279
,,,wood,54.49250614930424,18.424110248900497,5223.307980810305,3656.315586567213
,,,wood,54.48766950930171,18.442975812533685,131711.8600431674,92198.30203021718
,,,wood,54.492132775506214,18.437884936213504,7693.465503803885,5385.425852662719
,,,wood,54.49628505510167,18.442364171522776,55512.530081348414,38858.771056943886
,,,wood,54.50328135302465,18.416065336637175,11945.302746539368,8361.711922577557
,,,wood,54.503462126499244,18.40755193692133,33274.43633249868,23292.10543274907
,,,wood,54.50630269586321,18.412151413084256,92592.74562496856,64814.92193747799
,,forest,,54.48048157813503,18.41644570097332,1021285.8299071373,817028.6639257099
,,forest,,54.477716100039366,18.420158251133653,338497.4061129983,270797.9248903987
Plac Wolnej Ukrainy,park,,,54.51658984640057,18.547449273738458,9707.067991744025,9707.067991744025
,,,wood,54.46398920936068,18.45297883275903,131374.93661033103,91962.45562723171
